48181,172.3561417,175,2.64385833,,,,,,,
48182,172.3601287,176,3.639871276,,,,,,,
48183,171.4275688,173,1.572431213,,,,,,,
48184,170.5809069,170,0.580906875,,,,,,,
48185,169.9598549,168,1.95985488,,,,,,,
48186,166.3634737,174,7.636526272,,,,,,,
48187,178.7056034,175,3.705603386,,,,,,,
48188,177.3109641,182,4.689035918,,,,,,,
48189,188.3869125,187,1.386912481,,,,,,,
48190,211.6467892,216,4.353210787,,,,,,,
48191,208.8278101,208,0.827810139,,,,,,,
48192,159.8807741,164,4.119225931,,,,,,,
48193,123.0712099,117,6.071209852,,,,,,,
48194,95.55223404,96,0.447765957,,,,,,,
48195,85.37235173,83,2.372351734,,,,,,,
48196,80.48695674,80,0.486956744,,,,,,,
48197,81.44836141,79,2.448361407,,,,,,,
48198,81.07747123,79,2.077471232,,,,,,,
48199,91.63090435,90,1.630904354,,,,,,,
48200,122.2458486,125,2.75415141,,,,,,,
48201,153.5566292,163,9.443370837,,,,,,,
48202,175.8938895,187,11.1061105,,,,,,,
48203,192.2329329,197,4.767067072,,,,,,,
48204,196.0860954,201,4.913904554,,,,,,,
48205,195.7028022,203,7.297197847,,,,,,,
48206,196.1748866,200,3.825113426,,,,,,,
48207,191.8857944,192,0.114205566,,,,,,,
48208,186.2691793,191,4.730820673,,,,,,,
48209,186.5059827,186,0.505982664,,,,,,,
48210,182.3835415,182,0.383541533,,,,,,,
48211,186.5237096,177,9.523709616,,,,,,,
48212,178.1021684,180,1.897831563,,,,,,,
48213,186.5417398,181,5.54173984,,,,,,,
48214,206.8928511,208,1.107148884,,,,,,,
48215,202.3430223,204,1.656977697,,,,,,,
48216,158.2922454,162,3.707754577,,,,,,,
48217,124.0013043,127,2.99869571,,,,,,,
48218,104.9872561,102,2.987256074,,,,,,,
48219,91.4962706,91,0.496270602,,,,,,,
48220,86.74974412,87,0.250255879,,,,,,,
48221,87.84116477,84,3.841164767,,,,,,,
48222,85.14253685,81,4.142536851,,,,,,,
48223,92.86592395,84,8.865923953,,,,,,,
48224,113.7437989,111,2.743798865,,,,,,,
48225,137.4961535,145,7.503846453,,,,,,,
48226,160.6781121,162,1.321887925,,,,,,,
48227,173.9151862,170,3.91518616,,,,,,,
48228,171.4419249,173,1.55807507,,,,,,,
48229,173.9874318,175,1.012568229,,,,,,,
48230,174.0530656,175,0.946934365,,,,,,,
48231,171.9554091,168,3.955409094,,,,,,,
48232,166.513481,160,6.513481031,,,,,,,
48233,160.1424914,158,2.142491449,,,,,,,
48234,158.0983102,151,7.098310155,,,,,,,
48235,157.6060926,153,4.606092556,,,,,,,
48236,157.5998282,153,4.599828209,,,,,,,
48237,162.885221,165,2.11477901,,,,,,,
48238,192.1916173,199,6.80838274,,,,,,,
48239,198.5181837,190,8.518183656,,,,,,,
48240,148.6305896,150,1.369410366,,,,,,,
48241,113.8369956,118,4.163004436,,,,,,,
48242,98.43319237,99,0.566807629,,,,,,,
48243,88.9642236,92,3.035776399,,,,,,,
48244,88.05674476,87,1.056744762,,,,,,,
48245,85.84291617,89,3.157083826,,,,,,,
48246,88.7066805,92,3.293319497,,,,,,,
48247,103.7661481,102,1.766148112,,,,,,,
48248,135.6733685,136,0.326631547,,,,,,,
48249,163.0968198,163,0.096819832,,,,,,,
48250,172.7035542,177,4.296445786,,,,,,,
48251,182.8499351,183,0.150064909,,,,,,,
48252,182.8022817,184,1.197718291,,,,,,,
48253,180.9302558,184,3.069744175,,,,,,,
48254,180.5433012,184,3.456698776,,,,,,,
48255,178.0499944,177,1.049994365,,,,,,,
48256,173.294329,176,2.705670996,,,,,,,
48257,173.9972129,175,1.00278706,,,,,,,
48258,172.8788215,176,3.121178474,,,,,,,
48259,179.4949789,181,1.505021123,,,,,,,
48260,183.0008624,184,0.999137621,,,,,,,
48261,190.4269915,194,3.573008522,,,,,,,
48262,219.3296926,225,5.670307411,,,,,,,
48263,216.7133682,203,13.7133682,,,,,,,
48264,154.4236178,156,1.576382209,,,,,,,
48265,116.6740259,116,0.674025861,,,,,,,
48266,96.51843158,98,1.481568417,,,,,,,
48267,87.93007246,88,0.069927539,,,,,,,
48268,84.82145566,85,0.178544339,,,,,,,
48269,85.42968652,85,0.429686519,,,,,,,
48270,85.62090107,89,3.379098932,,,,,,,
48271,100.9396324,102,1.060367623,,,,,,,
48272,137.5408923,132,5.540892293,,,,,,,
48273,160.4887095,162,1.511290464,,,,,,,
48274,171.5962707,175,3.403729284,,,,,,,
48275,181.5045557,183,1.495444265,,,,,,,
48276,183.5926421,180,3.592642065,,,,,,,
48277,178.8908605,182,3.109139476,,,,,,,
48278,178.5507477,186,7.449252331,,,,,,,
48279,181.5617699,179,2.561769921,,,,,,,
48280,176.1694881,181,4.830511868,,,,,,,
48281,178.8482781,178,0.84827808,,,,,,,
48282,176.438251,177,0.561749037,,,,,,,
48283,180.4689772,180,0.468977224,,,,,,,
48284,181.0856892,183,1.914310822,,,,,,,
48285,190.1126681,192,1.887331853,,,,,,,
48286,218.3506117,228,9.649388263,,,,,,,
48287,218.8570818,213,5.857081846,,,,,,,
48288,162.7524583,162,0.7524583,,,,,,,
48289,121.1945473,121,0.1945473,,,,,,,
48290,99.37142635,100,0.628573647,,,,,,,
48291,89.63292471,90,0.367075287,,,,,,,
48292,86.86104689,87,0.138953106,,,,,,,
48293,87.35669272,86,1.356692715,,,,,,,
48294,86.77337806,89,2.226621942,,,,,,,
48295,101.4950953,102,0.504904716,,,,,,,
48296,136.9911387,136,0.991138691,,,,,,,
48297,166.0071747,165,1.007174687,,,,,,,
48298,175.9408998,173,2.940899788,,,,,,,
48299,179.0615022,178,1.061502229,,,,,,,
48300,178.8861949,190,11.1138051,,,,,,,
48301,190.9891613,186,4.989161263,,,,,,,
48302,186.5281675,181,5.528167453,,,,,,,
48303,173.8121538,186,12.18784625,,,,,,,
48304,183.8736254,176,7.873625372,,,,,,,
48305,175.7615165,177,1.238483471,,,,,,,
48306,173.7053558,177,3.29464423,,,,,,,
48307,182.3516408,186,3.648359154,,,,,,,
48308,187.9424018,188,0.057598219,,,,,,,
48309,195.8647083,199,3.135291736,,,,,,,
48310,225.1952919,223,2.195291873,,,,,,,
48311,213.2511623,202,11.2511623,,,,,,,
48312,153.5430223,155,1.456977714,,,,,,,
48313,117.4877767,123,5.512223263,,,,,,,
48314,102.6206632,106,3.379336818,,,,,,,
48315,96.2559609,95,1.255960903,,,,,,,
48316,91.89266427,93,1.107335735,,,,,,,
48317,93.18300776,93,0.183007759,,,,,,,
48318,93.9123892,98,4.087610797,,,,,,,
48319,109.6276895,108,1.627689473,,,,,,,
48320,143.1994413,141,2.199441308,,,,,,,
48321,168.6628032,162,6.662803228,,,,,,,
48322,171.0413527,180,8.9586473,,,,,,,
48323,185.459924,195,9.540076026,,,,,,,
48324,197.2073365,200,2.792663451,,,,,,,
48325,199.1193852,197,2.119385232,,,,,,,
48326,192.1380275,187,5.13802754,,,,,,,
48327,179.8675308,182,2.132469153,,,,,,,
48328,179.834688,176,3.834687999,,,,,,,
48329,176.1620591,186,9.837940881,,,,,,,
48330,184.1542452,188,3.84575477,,,,,,,
48331,194.4288362,189,5.428836232,,,,,,,
48332,188.487593,188,0.487593045,,,,,,,
48333,194.4425369,196,1.557463072,,,,,,,
48334,222.8544955,224,1.145504467,,,,,,,
48335,213.405519,202,11.40551904,,,,,,,
48336,154.7043335,158,3.295666482,,,,,,,
48337,119.7440197,122,2.25598032,,,,,,,
48338,101.8278717,102,0.17212826,,,,,,,
48339,92.1080392,92,0.1080392,,,,,,,
48340,87.88606794,88,0.113932056,,,,,,,
48341,88.67691935,90,1.32308065,,,,,,,
48342,91.08447861,94,2.915521387,,,,,,,
48343,107.0096345,104,3.009634502,,,,,,,
48344,138.9760203,134,4.976020343,,,,,,,
48345,162.2374872,162,0.237487222,,,,,,,
48346,173.7163592,175,1.283640764,,,,,,,
48347,184.1807114,188,3.819288586,,,,,,,
48348,190.2508996,183,7.250899583,,,,,,,
48349,183.1894589,191,7.810541053,,,,,,,
48350,188.0127004,178,10.01270043,,,,,,,
48351,174.5148375,183,8.485162484,,,,,,,
48352,178.2793639,181,2.720636112,,,,,,,
48353,184.0625364,183,1.06253645,,,,,,,
48354,180.537828,181,0.462172021,,,,,,,
48355,185.5569967,179,6.556996739,,,,,,,
48356,181.4467834,180,1.446783446,,,,,,,
48357,188.7359221,190,1.264077852,,,,,,,
48358,219.2359966,222,2.764003449,,,,,,,
48359,212.3192075,203,9.319207462,,,,,,,
48360,155.9521314,165,9.04786865,,,,,,,
48361,124.5683232,126,1.431676833,,,,,,,
48362,104.7637255,106,1.236274482,,,,,,,
48363,94.09102464,94,0.091024637,,,,,,,
48364,89.84198205,91,1.158017945,,,,,,,
48365,90.9270729,89,1.927072898,,,,,,,
48366,90.59594111,91,0.404058894,,,,,,,
48367,102.668283,94,8.668283049,,,,,,,
48368,126.7998399,124,2.799839911,,,,,,,
48369,151.7373947,156,4.262605283,,,,,,,
48370,171.0418738,181,9.958126241,,,,,,,
48371,191.9000676,200,8.099932389,,,,,,,
48372,200.8335536,215,14.16644637,,,,,,,
48373,211.5586165,205,6.558616547,,,,,,,
48374,197.1942358,204,6.805764227,,,,,,,
48375,192.8388998,199,6.161100194,,,,,,,
48376,193.0574651,197,3.942534868,,,,,,,
48377,194.7985282,191,3.79852816,,,,,,,
