,x,
211,19.51759779,19.39071943
212,19.40497071,19.36491673
213,19.90048302,19.77371993
214,21.03200841,21.16601049
215,22.15852704,22.49444376
216,22.60376117,22.5166605
217,21.9974583,22.18107301
218,21.32039702,21.33072901
219,19.95938051,19.97498436
220,18.5092608,18.68154169
221,17.66325982,17.69180601
222,17.04501182,17.1464282
223,16.86292221,16.88194302
224,16.76704523,16.85229955
225,16.89494197,16.94107435
226,17.42764134,17.49285568
227,18.71499052,18.734994
228,19.92062983,20.09975124
229,20.56618455,20.68816087
230,20.86977054,20.83266666
231,20.76619405,20.68816087
232,20.4696889,20.46948949
233,20.25490454,20.22374842
234,20.19341523,20.1246118
235,20.11111596,20.02498439
236,20.06550321,20.02498439
237,20.50472622,20.39607805
238,21.74362571,21.56385865
239,22.41304099,22.8035085
240,22.91383549,22.737634
241,22.3194942,22.3383079
242,21.36229111,21.3541565
243,19.97863911,20.1246118
244,18.70696066,18.94729532
245,17.89893681,17.66352173
246,16.97594537,17.17556404
247,16.90655934,16.94107435
248,16.8167504,16.88194302
249,16.90841771,16.97056275
250,17.480534,17.17556404
251,18.30756077,17.94435844
252,19.07871432,18.89444363
253,19.38910006,19.89974874
254,20.38610252,20.54263858
255,20.73784638,20.73644135
256,20.55028453,20.76053949
257,20.64998219,20.46948949
258,20.35825995,20.24845673
259,20.14272921,19.97498436
260,19.93422039,19.79898987
261,20.26877149,20.09975124
262,21.35284868,21.30727575
263,22.27828903,22.627417
264,22.77878338,22.6715681
265,22.28416204,22.27105745
266,21.3467945,21.3541565
267,20.05264766,20.174241
268,18.76993456,18.94729532
269,17.83308179,17.91647287
270,17.27490104,17.2626765
271,16.90550055,16.94107435
272,16.78836427,16.82260384
273,16.91517703,16.79285562
274,17.2197244,16.85229955
275,18.00304078,17.54992877
276,18.76146275,18
277,18.54036853,18.70828693
278,19.07366821,19.05255888
279,19.16601818,19
280,18.92580015,18.78829423
281,18.74130899,18.62793601
282,18.66473457,18.43908891
283,18.50411503,18.22086716
284,18.26389311,18.35755975
285,18.98617966,18.89444363
286,20.34721135,20.1246118
287,21.11947348,21.67948339
288,21.97284242,21.84032967
289,21.35810443,21.51743479
290,20.73036742,20.68816087
291,19.37379463,19.59591794
292,18.31673418,18.33030278
293,17.27461151,17.43559577
294,16.79724774,16.85229955
295,16.53168029,16.673332
296,16.5969594,16.46207763
297,16.51725151,16.58312395
298,17.00916086,17.17556404
299,18.37650842,18.33030278
300,19.58223671,19.57038579
301,20.02527807,20.54263858
302,20.83455488,20.5669638
303,20.44449071,20.46948949
304,20.24435543,20.1246118
305,19.97811689,19.59591794
306,19.38190957,19.39071943
307,19.38713207,19.39071943
308,19.48387692,19.26136028
309,19.73049313,19.79898987
310,21.18013107,21.07130751
311,22.04038461,22.53885534
312,22.65970801,22.60530911
313,22.11372032,22.13594362
314,21.24670412,21.3541565
315,19.97353759,20.0748599
316,18.61181253,18.60107524
317,17.49313909,17.57839583
318,16.92613855,16.94107435
319,16.63746176,16.82260384
320,16.77295494,16.70329309
321,16.77853775,16.79285562
322,17.21101933,17.32050808
323,18.49463047,18.43908891
324,19.64295256,19.49358869
325,20.05892378,20.02498439
326,20.26185713,20.174241
327,20.2636581,20.0748599
328,19.91414494,19.62141687
329,19.43748197,19.28730152
330,19.21730946,19.07878403
331,19.09753997,18.68154169
332,18.69580653,18.89444363
333,19.53420184,19.41648784
334,20.7537516,20.71231518
335,21.7685528,22.44994432
336,22.63368149,22.5166605
337,21.90386061,22.13594362
338,21.15303148,21.16601049
339,19.81901044,19.8242276
340,18.40759654,18.41195264
341,17.37179471,17.4642492
342,16.90638016,16.94107435
343,16.66518358,16.673332
344,16.54952032,16.61324773
345,16.67552065,16.79285562
346,17.28981176,17.29161647
347,18.42872206,18.43908891
348,19.65019924,19.49358869
349,20.00789994,20.14944168
350,20.41895571,20.0748599
351,20.04151775,19.8242276
352,19.65124806,19.49358869
353,19.33883443,19.18332609
354,19.09945337,18.97366596
355,18.94181328,18.81488772
356,18.9389123,18.92088793
357,19.50608829,19.46792233
358,20.84713873,20.80865205
359,21.90266481,22.44994432
360,22.64475147,22.60530911
361,22.20116384,22.3159136
362,21.39847741,21.23676058
363,19.88292333,19.89974874
364,18.48687655,18.57417562
365,17.50849232,17.52141547
366,16.91401647,16.91153453
367,16.58960355,16.73320053
368,16.63781817,16.673332
369,16.76450439,16.70329309
370,17.23876189,17.20465053
371,18.31741197,18.33030278
372,19.53163076,19.33907961
373,19.85787642,19.84943324
374,20.08868969,20.09975124
375,20.10165029,20
376,19.85183977,19.77371993
377,19.62825617,19.5192213
378,19.44376917,19.26136028
379,19.17342307,18.92088793
380,18.96635854,18.97366596
381,19.55264143,19.4422221
382,20.79134223,20.73644135
383,21.88097875,22.29349681
384,22.44635495,22.42766149
385,22.0801318,22.02271555
386,21.06168687,21.04756518
387,19.76360908,19.89974874
388,18.52311336,18.41195264
389,17.30233367,17.32050808
390,16.74609328,16.88194302
391,16.6580318,16.64331698
392,16.49987212,16.64331698
393,16.75351301,16.85229955
394,17.33062949,17.23368794
395,18.30471548,18.33030278
396,19.4840188,19.36491673
397,19.8725498,19.97498436
398,20.27163867,19.72308292
399,19.58544948,19.41648784
400,19.22279663,19.13112647
401,18.98026423,18.94729532
402,18.90067024,18.76166304
403,18.78340709,18.49324201
404,18.55491669,18.62793601
405,19.14558993,19.26136028
406,20.69597258,20.49390153
407,21.62591148,22.24859546
408,22.52243948,22.27105745
409,21.77173461,21.81742423
410,20.82580066,20.95232684
411,19.69283722,19.6468827
412,18.24974298,18.35755975
413,17.32155379,17.29161647
414,16.74585702,16.76305461
415,16.50329962,16.52271164
416,16.42220021,16.40121947
417,16.49524352,16.4924225
418,16.96517518,16.673332
419,17.69733092,17.43559577
420,18.49576957,18.33030278
421,18.90225461,19.41648784
422,19.89472125,20.04993766
423,20.18598553,20.19900988
424,20.04287307,20.37154879
425,20.21051905,20.1246118
426,19.94454787,19.89974874
427,19.68124221,19.79898987
428,19.6472085,19.97498436
429,20.39009373,20.174241
430,21.32829199,21.07130751
431,22.13706244,22.3159136
432,22.3603993,22.42766149
433,21.89317466,22
434,21.1563207,21.09502311
435,19.77882675,19.77371993
436,18.37289748,18.46618531
437,17.41175697,17.3781472
438,16.80042697,16.673332
439,16.38088185,16.43167673
440,16.35259957,16.30950643
441,16.40976115,16.24807681
442,16.6778744,16.46207763
443,17.53311488,16.97056275
444,17.97479654,17.43559577
445,17.86667466,18.27566688
446,18.78534469,18.43908891
447,18.43119756,18.02775638
448,17.89710845,18
449,18.05107735,18.33030278
450,18.43088391,18.05547009
451,17.95326511,17.94435844
452,18.02701831,18.13835715
453,18.61394024,18.49324201
454,19.84162794,19.49358869
455,20.69729245,21.26029163
456,21.54526906,21.58703314
457,21.29162497,21.30727575
458,20.42289518,20.42057786
459,19.17383282,19.13112647
460,17.78659452,17.77638883
461,16.73224039,16.85229955
462,16.31831584,16.2788206
463,16.00094123,16.09347694
464,16.06764298,15.96871942
465,16.07560077,16.1245155
466,16.59831872,16.673332
467,17.7446411,18.16590212
468,19.44669698,19.6468827
469,20.32573583,20.19900988
470,20.35624143,19.92485885
471,19.70742602,19.54482029
472,19.33025056,19.02629759
473,18.78754598,18.86796226
474,18.83695969,19.15724406
475,19.18549327,18.94729532
476,18.93741559,18.62793601
477,18.91623753,19.13112647
478,20.42719015,20.34698995
479,21.58363583,21.9544984
480,22.0735052,22.22611077
481,21.77855455,21.79449472
482,20.81540661,20.80865205
483,19.42884119,19.36491673
484,17.97456049,17.88854382
485,16.9002293,16.79285562
486,16.26600147,16.34013464
487,16.18099592,16.18641406
488,16.12416282,16.18641406
489,16.30134859,16.24807681
490,16.66050708,16.82260384
491,17.93405255,18.16590212
492,19.36369402,19.49358869
493,20.11459018,19.62141687
494,19.62448344,19.33907961
495,19.16689637,18.81488772
496,18.57707477,18.70828693
497,18.58285952,18.57417562
498,18.5356086,18.70828693
499,18.74212923,18.57417562
500,18.59652598,18.54723699
501,18.93899124,18.89444363
502,20.1312584,20.09975124
503,21.23384123,21.79449472
504,22.02616295,22.13594362
505,21.77037472,21.70253441
506,20.77173938,20.76053949
507,19.46351158,19.18332609
508,17.75232875,17.80449381
509,16.76168387,16.76305461
510,16.24576113,16.15549442
511,15.90655885,16
512,15.97941738,15.93737745
513,16.01901006,16.0623784
514,16.51689466,16.673332
515,17.70652096,18.05547009
516,19.21534865,19.36491673
517,20.0012002,19.57038579
518,19.57447581,19.28730152
519,19.07303473,18.92088793
520,18.74685306,18.78829423
521,18.68794492,18.24828759
522,18.10213865,18.24828759
523,18.26527824,18.38477631
524,18.56080014,18.52025918
525,18.94904207,18.89444363
526,20.18057028,19.97498436
527,21.30792073,21.67948339
528,21.93803227,21.9544984
529,21.53572729,21.58703314
530,20.6769302,20.68816087
531,19.33329109,19.28730152
532,17.92721199,17.69180601
533,16.54286866,16.64331698
534,16.12359682,16.03121954
535,15.78573244,15.84297952
536,15.83546294,15.77973384
537,15.85593684,16.03121954
538,16.57532691,16.55294536
539,17.59716209,17.91647287
540,19.08337966,19.33907961
541,19.97545626,19.77371993
542,19.81202639,19.97498436
543,19.80952306,19.87460691
544,19.57601042,19.79898987
545,19.54513357,19.57038579
546,19.38989772,19.33907961
547,19.08532592,19.26136028
548,19.26686318,19.33907961
549,19.67217916,19.62141687
550,20.7780676,20.27313493
551,21.40121484,21.81742423
552,22.24797038,22.06807649
553,21.70593893,21.65640783
554,20.79519378,20.88061302
555,19.55108633,19.4422221
556,18.08903259,17.88854382
557,16.82294277,16.82260384
558,16.27379804,16.30950643
559,16.13605317,16.1245155
560,16.05145608,16.0623784
561,16.14915728,16.24807681
562,16.76915157,16.82260384
563,17.90436944,18.13835715
564,19.29953534,19.39071943
565,20.03253124,19.5192213
566,19.47359349,19.28730152
567,19.08500819,18.92088793
568,18.68479702,18.65475811
569,18.49897161,18.35755975
570,18.32588873,18.24828759
571,18.19390684,18.1934054
572,18.34075768,18.65475811
573,19.16729531,19.07878403
574,20.28809997,20.1246118
575,21.49474149,21.79449472
576,22.03637175,22.04540769
577,21.64821981,21.65640783
578,20.76931395,20.71231518
579,19.37796215,19.57038579
580,18.26633426,18.33030278
581,17.26551976,16.88194302
582,16.16811527,16.24807681
583,16.0291979,15.93737745
584,15.84098545,15.84297952
585,15.95498436,15.87450787
586,16.36276636,16.18641406
587,17.20705402,17.05872211
588,18.1408368,17.91647287
589,18.5092106,19.10497317
590,19.50201895,19.79898987
591,19.66363165,19.97498436
592,19.77175423,19.97498436
593,19.66365354,19.39071943
594,19.09710795,18.92088793
595,18.70692628,19.18332609
596,19.33466012,18.62793601
597,18.77200381,19.02629759
598,20.34532295,19.92485885
599,21.30387398,21.79449472
600,22.09876269,22.18107301
601,21.86934424,21.77154106
602,20.83750714,20.80865205
603,19.44751453,19.54482029
604,18.15921609,18.16590212
605,17.06532998,17.11724277
606,16.56213734,16.43167673
607,16.18024774,16.0623784
608,16.00503398,15.8113883
609,15.89756981,15.90597372
610,16.42693008,16.0623784
611,17.10152268,16.61324773
612,17.62852994,17.11724277
613,17.69090742,18.08314132
614,18.42091979,18.46618531
615,18.53289762,17.91647287
616,17.69329174,17.57839583
617,17.51289413,17.20465053
618,17.17784049,17.05872211
619,17.03149734,16.85229955
620,16.96076187,16.73320053
621,17.193408,17.34935157
622,18.69611146,18.46618531
623,20.00215022,20.63976744
624,20.99953577,21.30727575
625,20.89916817,21.09502311
626,20.19563401,20.14944168
627,18.83829965,18.81488772
628,17.47877845,17.3781472
629,16.32797619,16.30950643
630,15.7323725,15.71623365
631,15.49564149,15.45962483
632,15.38396466,15.45962483
633,15.55711327,15.68438714
634,16.14705031,16.2788206
635,17.39740855,17.77638883
636,18.97037826,19.05255888
637,19.66006885,19.36491673
638,19.32854891,19.28730152
639,19.02806668,18.92088793
640,18.68588485,18.43908891
641,18.12848242,18.41195264
642,18.39014668,18.57417562
643,18.53845244,18.70828693
644,18.75769485,18.89444363
645,19.29859613,19.26136028
646,20.38589553,20.0748599
647,21.37112458,21.61018278
648,21.77195397,21.97726098
649,21.56464261,21.49418526
650,20.58488749,20.42057786
651,19.06378302,18.70828693
652,17.2544313,17.23368794
653,16.25523599,16.21727474
654,15.72150002,15.77973384
655,15.63530137,15.55634919
656,15.48086854,15.5241747
657,15.66275378,15.65247584
658,16.11876922,16.34013464
659,17.51993758,17.54992877
660,18.64546019,19.10497317
661,19.78686279,19.59591794
662,19.57434014,19.67231557
663,19.39124203,19.49358869
664,19.27434345,19.20937271
665,18.8405793,18.62793601
666,18.43387611,18.52025918
667,18.35971928,18.35755975
668,18.41699716,18.46618531
669,18.93678769,18.78829423
670,19.9662565,19.72308292
671,21.24497383,21.47091055
672,21.84153003,21.86321111
673,21.4783365,21.47091055
674,20.56915451,20.63976744
675,19.28107217,19.05255888
676,17.61564727,17.57839583
677,16.47323812,16.40121947
678,15.8648256,15.84297952
679,15.60625734,15.74801575
680,15.78426524,15.65247584
681,15.72800369,15.87450787
682,16.39927007,16.46207763
683,17.51878838,17.91647287
684,19.12036299,19.15724406
685,19.66300283,19.46792233
686,19.44065166,19.41648784
687,19.1208728,19.10497317
688,18.87606409,18.81488772
689,18.5154318,18.33030278
690,18.17342229,17.8605711
691,17.657721,17.8605711
692,18.03197174,18
693,18.47445219,18.43908891
694,19.61324688,19.49358869
695,21.11419206,21.47091055
696,21.83736581,21.9544984
697,21.591534,21.70253441
698,20.77849243,20.61552813
699,19.17944819,19.07878403
700,17.64494046,17.60681686
701,16.54119479,16.4924225
702,15.92866725,15.90597372
703,15.67449908,15.74801575
704,15.72145285,15.77973384
705,15.93080656,15.87450787
706,16.3362349,16.46207763
707,17.61402596,17.88854382
708,19.02970496,19.20937271
709,19.73997672,19.6468827
710,19.64406061,19.59591794
711,19.29747324,19.36491673
712,19.15795523,19.31320792
713,19.02845478,19
714,18.79034516,18.94729532
715,18.79803972,19.07878403
716,19.14812543,19.05255888
717,19.32965683,19.36491673
718,20.42925692,20.09975124
719,21.57238352,21.51743479
720,21.78042847,22
721,21.71798412,21.56385865
722,20.66350571,20.54263858
723,19.15609558,19.15724406
724,17.79609294,17.54992877
725,16.39620784,16.40121947
726,15.89249753,15.74801575
727,15.53386975,15.49193338
728,15.50749122,15.39480432
729,15.53093191,15.55634919
730,16.04540804,16.15549442
731,17.34742536,17.4642492
732,18.6306891,18.68154169
733,19.22262235,19
734,18.98275942,18.94729532
735,18.68751514,18.76166304
736,18.57675021,18.52025918
737,18.21664794,18.33030278
738,18.25069698,18.1934054
739,18.09974966,18.22086716
740,18.31960536,18.27566688
741,18.67381377,18.70828693
742,19.81966517,19.49358869
743,21.07302059,21.26029163
744,21.6335804,21.67948339
745,21.35964333,21.3541565
746,20.4056791,20.37154879
747,19.0338984,19.05255888
748,17.69898659,17.8605711
749,16.82252615,16.64331698
750,15.98358638,15.96871942
751,15.75419679,15.55634919
752,15.4861706,15.49193338
753,15.64999322,15.58845727
754,16.11655983,16
755,17.14346439,16.64331698
756,17.72595487,17.4642492
757,18.06767092,18.65475811
758,19.03368461,19.28730152
759,19.11626629,19.46792233
760,19.29083228,19.41648784
761,19.02499256,19.18332609
762,18.91426741,18.86796226
763,18.63189937,18.84144368
764,18.87521022,18.76166304
765,19.0765144,19.18332609
766,20.24011869,20
767,21.61498417,21.33072901
768,21.53373337,21.72556098
769,21.38690434,21.40093456
770,20.4803775,20.37154879
771,18.98072494,19.05255888
772,17.70692451,17.77638883
773,16.72784463,16.61324773
774,16.00444071,16.15549442
775,15.96505068,15.77973384
776,15.68811819,15.55634919
777,15.65324008,15.5241747
778,16.03803542,15.68438714
779,16.77459974,16.0623784
780,17.12876796,16.58312395
781,17.19886845,17.74823935
782,18.14332858,18.30300522
783,18.16659299,18.35755975
784,18.29409346,18.1934054
785,17.90928054,18.30300522
786,18.2404802,18.1934054
787,18.0067157,18.13835715
788,18.20833635,18.11077028
789,18.48106983,18.52025918
790,19.51503534,19.20937271
791,20.76285046,20.59126028
792,20.87131451,21.04756518
793,20.75045085,20.78460969
794,19.90535787,19.89974874
795,18.62331293,18.57417562
796,17.31113652,17.11724277
797,16.07834916,16.21727474
798,15.73117884,15.62049935
799,15.36088294,15.42724862
800,15.36251358,15.3622915
801,15.50447575,15.55634919
802,16.09747956,16.1245155
803,17.28846493,17.72004515
804,18.89577974,19.10497317
805,19.70757013,19.59591794
806,19.50209324,19.67231557
807,19.42213559,19.74841766
808,19.52871003,19.54482029
809,19.17713504,19.4422221
810,19.28112219,19.02629759
811,18.78943807,18.92088793
812,18.8488472,18.81488772
813,19.15452069,18.97366596
814,19.8051197,19.79898987
815,21.37761769,21.40093456
816,21.67667259,21.97726098
817,21.66462794,21.63330765
818,20.6043732,20.5669638
819,19.21829911,19.07878403
820,17.64169503,17.54992877
821,16.41478051,16.70329309
822,16.20849663,16.09347694
823,15.83096489,15.87450787
824,15.76556331,15.8113883
825,15.92637368,16
826,16.49768025,16.52271164
827,17.66890086,17.80449381
828,18.88397957,19.02629759
829,19.61565453,19.4422221
830,19.39635724,19.36491673
831,19.11327754,19.26136028
832,19.08190762,18.94729532
833,18.65474921,18.43908891
834,18.20011729,18.54723699
835,18.62323653,18.65475811
836,18.69272052,18.734994
837,19.11004253,19.15724406
838,20.11315148,19.94993734
839,21.50086195,21.58703314
840,21.94436087,22.11334439
841,21.74935324,21.74856317
842,20.73574605,20.66397832
843,19.21698874,19.26136028
844,17.84473826,17.74823935
845,16.63854733,16.70329309
846,16.16082197,16.0623784
847,15.80341999,15.84297952
848,15.77989683,15.8113883
849,15.95543372,16.0623784
850,16.54447346,16.70329309
851,17.86173617,17.88854382
852,18.93531498,19.07878403
853,19.65185634,19.18332609
854,19.13049566,18.81488772
855,18.51627794,18.43908891
856,18.32497574,18.05547009
857,17.83960566,18.27566688
858,18.39792273,18.24828759
859,18.22897023,18.08314132
860,18.11104998,17.88854382
861,18.23511488,18.43908891
862,19.49629386,19.31320792
863,20.99440173,21.21320344
864,21.64600148,22
865,21.77325112,21.67948339
866,20.68785288,20.76053949
867,19.36638421,19.20937271
868,17.68003526,17.77638883
869,16.70675096,16.64331698
870,16.07338128,16.24807681
871,16.06501041,15.90597372
872,15.76045083,15.90597372
873,16.04363858,16.09347694
874,16.56945829,16.61324773
875,17.69617229,17.97220076
876,19.13809243,19.15724406
877,19.69732226,19.49358869
878,19.44094544,19.20937271
879,18.86747351,19.20937271
880,19.1335158,18.89444363
881,18.59397424,18.52025918
882,18.43204704,18.38477631
883,18.38463107,18.27566688
884,18.3493895,17.8605711
885,18.1878074,18.05547009
886,19.05329195,19
887,20.81513179,21
888,21.5296172,21.9089023
889,21.62354325,21.67948339
890,20.71630481,20.54263858
891,18.97088075,19.13112647
892,17.69388302,17.74823935
893,16.6361627,16.52271164
894,15.89961253,16
895,15.8092071,15.8113883
896,15.7555465,15.74801575
897,15.82649025,15.87450787
898,16.34771248,16.52271164
899,17.70072985,17.80449381
900,18.93456419,18.81488772
901,19.29666278,19.02629759
902,18.98820095,18.60107524
903,18.33356543,18.68154169
904,18.72376521,18.52025918
905,18.30584001,18.27566688
906,18.18723805,18.1934054
907,18.19343106,18.27566688
908,18.30606141,18.30300522
909,18.63926535,18.30300522
910,19.17985985,19.10497317
911,20.84300651,20.90454496
912,21.44972585,21.81742423
913,21.60769373,21.54065923
914,20.57678803,20.54263858
915,19.05043634,19.18332609
916,17.77384272,17.97220076
917,16.89475339,16.79285562
918,16.16162891,16.1245155
919,15.81095208,15.93737745
920,15.88668657,15.8113883
921,15.87514664,15.8113883
922,16.3252422,16.2788206
923,17.4061191,16.70329309
924,17.63103142,17.4642492
925,17.98374154,18.60107524
926,19.11335074,19.18332609
927,19.06218507,19.23538406
928,19.04454932,18.97366596
929,18.65157096,18.68154169
930,18.57715146,18.38477631
931,18.26532795,18.27566688
932,18.29755674,18.13835715
933,18.47909934,18.1934054
934,19.08085948,18.81488772
935,20.4387686,20.71231518
936,21.40275164,21.86321111
937,21.72535376,21.56385865
938,20.58869386,20.49390153
939,18.99886416,19.31320792
940,17.97836591,17.8605711
941,16.67829367,16.76305461
942,16.18648978,16.1245155
943,15.82756786,15.8113883
944,15.72704191,15.49193338
945,15.55900794,15.49193338
946,16.04933869,15.74801575
947,16.84016326,16.1245155
948,17.17126511,16.673332
949,17.28731608,17.80449381
950,18.39014179,18.41195264
951,18.35630968,18.43908891
952,18.21834868,18.41195264
953,18.1490647,18.35755975
954,18.28607855,18.24828759
955,18.18203084,18.11077028
956,18.01570745,17.94435844
957,18.30726815,18.27566688
958,19.22276789,19.02629759
959,20.67566112,20.39607805
960,20.87896939,21.14237451
961,20.98205212,20.88061302
962,19.99193801,20
963,18.64845343,18.65475811
964,17.30054113,17.29161647
965,16.24732858,16.24807681
966,15.72834093,15.77973384
967,15.55842537,15.62049935
968,15.60151609,15.58845727
969,15.70025788,15.65247584
970,16.14164428,16.2788206
971,17.42710291,17.3781472
972,18.46510412,18.70828693
973,19.30523274,19.39071943
974,19.44728121,19.49358869
975,19.19641547,19.31320792
976,19.07072088,19.05255888
977,18.67950288,18.81488772
978,18.67650804,18.734994
979,18.63105235,18.65475811
980,18.61928656,18.60107524
981,18.86136093,18.92088793
982,19.81707794,19.67231557
983,21.28300621,21.04756518
984,21.55518436,21.84032967
985,21.60765094,21.44761059
986,20.45747401,20.42057786
987,19.05905765,18.89444363
988,17.50707555,17.29161647
989,16.16758894,16.21727474
990,15.75062087,15.71623365
991,15.5334486,15.55634919
992,15.53007337,15.62049935
993,15.75805572,15.8113883
994,16.32386043,16.34013464
995,17.37193436,17.54992877
996,18.66426311,18.78829423
997,19.33342722,19.18332609
998,19.18197678,19.05255888
999,18.83416958,18.92088793
1000,18.77530287,18.81488772
1001,18.54194491,18.68154169
1002,18.58108134,18.78829423
1003,18.72384537,18.78829423
1004,18.7360212,18.78829423
1005,18.9641826,19
1006,19.83210427,19.57038579
