"","x"
"1",2.23475854278405
"2",2.20380953134453
"3",2.43570377184789
"4",2.41018565573297
"5",2.4057409197516
"6",2.12520957970347
"7",1.22892824745891
"8",2.44969555004255
"9",1.91602788723157
"10",1.30007113721788
"11",2.5125932422965
"12",2.15314766627207
"13",2.06428470571508
"14",2.12471701499462
"15",2.12574926416609
"16",1.9644955671231
"17",2.21642171594264
"18",1.97420166492571
"19",2.55517191662575
"20",2.74393348897744
"21",2.04067177061553
"22",2.13408536053714
"23",2.30015403331287
"24",2.18631970207471
"25",2.2755760051336
"26",2.18070973499827
"27",2.13076197755165
"28",2.30173364042848
"29",2.29047370792382
"30",2.27935968702889
"31",2.22495589946913
"32",2.07903245120141
"33",2.21235874658853
"34",2.18844603692261
"35",1.26423437767049
"36",1.58027085507195
"37",2.07783104541477
"38",1.36702285276632
"39",1.31947364024136
"40",2.12881085086585
"41",2.20851835485561
"42",2.13238019382167
"43",2.13507114675549
"44",2.07791906316831
"45",2.15014684306138
"46",2.2812541919377
"47",2.09360078122609
"48",1.92543351404117
"49",2.0476065437069
"50",2.1268158637103
"51",1.9995853202064
"52",2.07288440076063
"53",2.01133968096981
"54",2.1660788506791
"55",1.88222404515798
"56",2.07168678052726
"57",2.20181490062353
"58",2.56653658953049
"59",1.99294758556159
"60",2.22697850480791
"61",2.25088925994349
"62",2.15560052440037
"63",1.99989056625677
"64",1.20577317352029
"65",1.56744144732399
"66",2.26788690914322
"67",1.4417058280824
"68",1.77541886685348
"69",2.25257492553066
"70",2.08311262633352
"71",2.16296696500042
"72",2.10968931708669
"73",2.16222022603628
"74",2.13573719485017
"75",2.19784313740021
"76",2.14637818806877
"77",2.12774632162404
"78",2.15372026557413
"79",2.16868149857528
"80",2.04984921163701
"81",1.9213851267197
"82",1.22667335813927
"83",2.44379369302331
"84",1.81660549544683
"85",2.08590071214219
"86",2.00840749557833
"87",2.32118759307953
"88",1.96364160863393
"89",1.97602208020474
"90",1.85995603804349
"91",2.0684873852016
"92",1.94944118938305
"93",2.08657825952426
"94",2.12369930945931
"95",2.13099274423553
"96",2.10780921363077
"97",2.0405666113028
"98",1.96961846139191
"99",1.89804065176248
"100",2.10851486027779
