[1] "5885 forecasted vs actual:  5.2507153272586 5.25749537202778"
[1] "5886 forecasted vs actual:  5.16949938351768 5.15905529921453"
[1] "5887 forecasted vs actual:  5.10732313061411 5.13579843705026"
[1] "5888 forecasted vs actual:  5.13035480341111 5.12989871492307"
[1] "5889 forecasted vs actual:  5.12892586889993 5.14166355650266"
[1] "5890 forecasted vs actual:  5.20552458564588 5.23110861685459"
[1] "5891 forecasted vs actual:  5.33534385222989 5.41164605185504"
[1] "5892 forecasted vs actual:  5.57481238586882 5.5683445037611"
[1] "5893 forecasted vs actual:  5.64922639375943 5.62401750618734"
[1] "5894 forecasted vs actual:  5.62894252716524 5.63121178182137"
[1] "5895 forecasted vs actual:  5.62197873394049 5.61312810638807"
[1] "5896 forecasted vs actual:  5.59310336303474 5.59098698051086"
[1] "5897 forecasted vs actual:  5.57581216859857 5.5683445037611"
[1] "5898 forecasted vs actual:  5.56891742018872 5.57215403217776"
[1] "5899 forecasted vs actual:  5.55731807815216 5.55682806169954"
[1] "5900 forecasted vs actual:  5.5419278189083 5.52942908751142"
[1] "5901 forecasted vs actual:  5.51735392075713 5.52545293913178"
[1] "5902 forecasted vs actual:  5.53919344592125 5.54126354515843"
[1] "5903 forecasted vs actual:  5.57814563771425 5.59842195899838"
[1] "5904 forecasted vs actual:  5.74177381119599 5.82894561761021"
[1] "5905 forecasted vs actual:  6.04468942042344 5.97380961186926"
[1] "5906 forecasted vs actual:  5.87289397430069 5.8805329864007"
[1] "5907 forecasted vs actual:  5.69090222936273 5.68357976733868"
[1] "5908 forecasted vs actual:  5.46803462158923 5.46383180502561"
[1] "5909 forecasted vs actual:  5.28225894575857 5.30330490805908"
[1] "5910 forecasted vs actual:  5.21238503467472 5.20948615284142"
[1] "5911 forecasted vs actual:  5.15300582101287 5.17048399503815"
[1] "5912 forecasted vs actual:  5.15427026056515 5.15329159449778"
[1] "5913 forecasted vs actual:  5.14960880555561 5.17048399503815"
[1] "5914 forecasted vs actual:  5.24039247197473 5.25227342804663"
[1] "5915 forecasted vs actual:  5.35901853241195 5.44673737166631"
[1] "5916 forecasted vs actual:  5.61801439151465 5.59471137960184"
[1] "5917 forecasted vs actual:  5.66740453741509 5.65248918026865"
[1] "5918 forecasted vs actual:  5.66322881310158 5.65248918026865"
[1] "5919 forecasted vs actual:  5.63571993403795 5.62762111369064"
[1] "5920 forecasted vs actual:  5.61006795819194 5.59098698051086"
[1] "5921 forecasted vs actual:  5.57535289607712 5.55295958492162"
[1] "5922 forecasted vs actual:  5.55684340244344 5.55682806169954"
[1] "5923 forecasted vs actual:  5.55221580230861 5.54517744447956"
[1] "5924 forecasted vs actual:  5.53767972476646 5.53338948872752"
[1] "5925 forecasted vs actual:  5.5297568170352 5.52942908751142"
[1] "5926 forecasted vs actual:  5.53965235247896 5.55682806169954"
[1] "5927 forecasted vs actual:  5.59617852470105 5.64897423816121"
[1] "5928 forecasted vs actual:  5.80403975027878 5.87493073085203"
[1] "5929 forecasted vs actual:  6.06919527230285 5.97888576490112"
[1] "5930 forecasted vs actual:  5.86243556034204 5.8805329864007"
[1] "5931 forecasted vs actual:  5.70454755267627 5.69035945432406"
[1] "5932 forecasted vs actual:  5.47439136757405 5.48063892334199"
[1] "5933 forecasted vs actual:  5.30320772478048 5.31811999384422"
[1] "5934 forecasted vs actual:  5.22357709707909 5.2257466737132"
[1] "5935 forecasted vs actual:  5.17135213488361 5.18178355029209"
[1] "5936 forecasted vs actual:  5.16332594369177 5.17048399503815"
[1] "5937 forecasted vs actual:  5.17117414254305 5.18178355029209"
[1] "5938 forecasted vs actual:  5.24906695894798 5.27299955856375"
[1] "5939 forecasted vs actual:  5.39073744453505 5.45958551414416"
[1] "5940 forecasted vs actual:  5.62350487182043 5.63835466933375"
[1] "5941 forecasted vs actual:  5.72830543526929 5.6970934865054"
[1] "5942 forecasted vs actual:  5.69707762347725 5.70711026474888"
[1] "5943 forecasted vs actual:  5.69824723734412 5.6970934865054"
[1] "5944 forecasted vs actual:  5.67406559498449 5.67675380226828"
[1] "5945 forecasted vs actual:  5.65872052932683 5.65599181081985"
[1] "5946 forecasted vs actual:  5.65423561598708 5.66988092298052"
[1] "5947 forecasted vs actual:  5.65551874895137 5.66642668811243"
[1] "5948 forecasted vs actual:  5.64781485426507 5.65248918026865"
[1] "5949 forecasted vs actual:  5.63817414290079 5.66988092298052"
[1] "5950 forecasted vs actual:  5.67984215518377 5.70044357339069"
[1] "5951 forecasted vs actual:  5.73035998422803 5.76205138278018"
[1] "5952 forecasted vs actual:  5.90678348010746 5.92692602597041"
[1] "5953 forecasted vs actual:  6.09787682129019 5.98393628068719"
[1] "5954 forecasted vs actual:  5.86852017078943 5.89164421182577"
[1] "5955 forecasted vs actual:  5.72571843501278 5.73657229747919"
[1] "5956 forecasted vs actual:  5.53660536977626 5.54907608489522"
[1] "5957 forecasted vs actual:  5.37109110514459 5.37527840768417"
[1] "5958 forecasted vs actual:  5.26892010428953 5.26785815906333"
[1] "5959 forecasted vs actual:  5.21094847061144 5.21493575760899"
[1] "5960 forecasted vs actual:  5.19563169684692 5.19295685089021"
[1] "5961 forecasted vs actual:  5.19397801627272 5.19849703126583"
[1] "5962 forecasted vs actual:  5.27143174572884 5.24174701505964"
[1] "5963 forecasted vs actual:  5.35329924103919 5.37063802812766"
[1] "5964 forecasted vs actual:  5.53354870063969 5.49306144334055"
[1] "5965 forecasted vs actual:  5.58582459958814 5.66296048013595"
[1] "5966 forecasted vs actual:  5.72815891986594 5.73979291217923"
[1] "5967 forecasted vs actual:  5.73063164523698 5.74620319054015"
[1] "5968 forecasted vs actual:  5.72546086702153 5.73009978297357"
[1] "5969 forecasted vs actual:  5.70702457826172 5.6937321388027"
[1] "5970 forecasted vs actual:  5.67923662102966 5.67332326717149"
[1] "5971 forecasted vs actual:  5.64759976092667 5.64897423816121"
[1] "5972 forecasted vs actual:  5.63279543648632 5.62762111369064"
[1] "5973 forecasted vs actual:  5.63141331243663 5.62762111369064"
[1] "5974 forecasted vs actual:  5.64084771198066 5.63478960316925"
[1] "5975 forecasted vs actual:  5.6720117278712 5.67332326717149"
[1] "5976 forecasted vs actual:  5.82942020525368 5.87493073085203"
[1] "5977 forecasted vs actual:  6.06967667001714 5.98393628068719"
[1] "5978 forecasted vs actual:  5.88603303116129 5.89989735358249"
[1] "5979 forecasted vs actual:  5.72826196529658 5.74620319054015"
[1] "5980 forecasted vs actual:  5.5502106202021 5.57215403217776"
[1] "5981 forecasted vs actual:  5.39315181926863 5.40717177146012"
[1] "5982 forecasted vs actual:  5.2852734688356 5.29330482472449"
[1] "5983 forecasted vs actual:  5.22952201907715 5.23644196282995"
[1] "5984 forecasted vs actual:  5.20617631506738 5.20948615284142"
[1] "5985 forecasted vs actual:  5.20928483903724 5.19849703126583"
[1] "5986 forecasted vs actual:  5.26738637592976 5.21493575760899"
[1] "5987 forecasted vs actual:  5.33658499515593 5.25227342804663"
[1] "5988 forecasted vs actual:  5.39280511435111 5.30330490805908"
[1] "5989 forecasted vs actual:  5.41564903050083 5.46806014113513"
[1] "5990 forecasted vs actual:  5.56763632707796 5.54517744447956"
[1] "5991 forecasted vs actual:  5.57120652627106 5.54517744447956"
[1] "5992 forecasted vs actual:  5.54387872520426 5.50938833662798"
[1] "5993 forecasted vs actual:  5.49591068792697 5.48479693349065"
[1] "5994 forecasted vs actual:  5.50544559441188 5.47227067367148"
[1] "5995 forecasted vs actual:  5.46587987102832 5.4380793089232"
[1] "5996 forecasted vs actual:  5.44475536759205 5.42053499927229"
[1] "5997 forecasted vs actual:  5.43791654788692 5.42053499927229"
[1] "5998 forecasted vs actual:  5.44419380454788 5.43372200355424"
[1] "5999 forecasted vs actual:  5.49011905821524 5.51342874616498"
[1] "6000 forecasted vs actual:  5.69119083201793 5.78996017089725"
[1] "6001 forecasted vs actual:  5.9829135564791 5.92425579741453"
[1] "6002 forecasted vs actual:  5.8177592845596 5.83188247728352"
[1] "6003 forecasted vs actual:  5.65721491380914 5.66296048013595"
[1] "6004 forecasted vs actual:  5.46298762002963 5.45958551414416"
[1] "6005 forecasted vs actual:  5.28333014395989 5.31811999384422"
[1] "6006 forecasted vs actual:  5.22580518164472 5.23110861685459"
[1] "6007 forecasted vs actual:  5.1734385771627 5.19849703126583"
[1] "6008 forecasted vs actual:  5.18790701491176 5.18178355029209"
[1] "6009 forecasted vs actual:  5.17410509993291 5.2040066870768"
[1] "6010 forecasted vs actual:  5.2696900432933 5.28826703069454"
[1] "6011 forecasted vs actual:  5.4072835871863 5.48063892334199"
[1] "6012 forecasted vs actual:  5.6380330275045 5.64544689764324"
[1] "6013 forecasted vs actual:  5.73403491655971 5.71373280550937"
[1] "6014 forecasted vs actual:  5.72637778078229 5.71702770140622"
[1] "6015 forecasted vs actual:  5.69815639270469 5.68017260901707"
[1] "6016 forecasted vs actual:  5.64603067298563 5.63121178182137"
[1] "6017 forecasted vs actual:  5.60964318617992 5.5834963087817"
[1] "6018 forecasted vs actual:  5.58713517524304 5.5834963087817"
[1] "6019 forecasted vs actual:  5.58098586232502 5.56452040732269"
[1] "6020 forecasted vs actual:  5.55609022843294 5.55682806169954"
[1] "6021 forecasted vs actual:  5.56351402356758 5.54126354515843"
[1] "6022 forecasted vs actual:  5.55233819024159 5.54907608489522"
[1] "6023 forecasted vs actual:  5.60266132028445 5.62401750618734"
[1] "6024 forecasted vs actual:  5.79958844824809 5.88332238848828"
[1] "6025 forecasted vs actual:  6.06709507827972 5.99146454710798"
[1] "6026 forecasted vs actual:  5.87201090117017 5.90808293816893"
[1] "6027 forecasted vs actual:  5.73075191509675 5.71373280550937"
[1] "6028 forecasted vs actual:  5.48359314507451 5.50125821054473"
[1] "6029 forecasted vs actual:  5.3203744180454 5.34710753071747"
[1] "6030 forecasted vs actual:  5.24399213661937 5.25749537202778"
[1] "6031 forecasted vs actual:  5.20341835072014 5.2257466737132"
[1] "6032 forecasted vs actual:  5.2072368060131 5.21493575760899"
[1] "6033 forecasted vs actual:  5.21164161666952 5.2257466737132"
[1] "6034 forecasted vs actual:  5.2880701099489 5.30826769740121"
[1] "6035 forecasted vs actual:  5.43987893607062 5.4971682252932"
[1] "6036 forecasted vs actual:  5.65115215822578 5.66296048013595"
[1] "6037 forecasted vs actual:  5.74771143835504 5.71042701737487"
[1] "6038 forecasted vs actual:  5.71097822569682 5.70044357339069"
[1] "6039 forecasted vs actual:  5.68718607461331 5.66642668811243"
[1] "6040 forecasted vs actual:  5.64359279058049 5.62040086571715"
[1] "6041 forecasted vs actual:  5.60540637017548 5.57594910314632"
[1] "6042 forecasted vs actual:  5.57357891711626 5.57972982598622"
[1] "6043 forecasted vs actual:  5.57713302516844 5.55295958492162"
[1] "6044 forecasted vs actual:  5.54277081958081 5.55295958492162"
[1] "6045 forecasted vs actual:  5.56694135366119 5.53338948872752"
[1] "6046 forecasted vs actual:  5.54380093024257 5.54517744447956"
[1] "6047 forecasted vs actual:  5.60578867735938 5.61677109766657"
[1] "6048 forecasted vs actual:  5.80553357183705 5.89715386763674"
[1] "6049 forecasted vs actual:  6.0818406172742 6.00388706710654"
[1] "6050 forecasted vs actual:  5.88286443475084 5.90263333340137"
[1] "6051 forecasted vs actual:  5.72146438772908 5.7268477475872"
[1] "6052 forecasted vs actual:  5.51442803597448 5.51342874616498"
[1] "6053 forecasted vs actual:  5.330091714483 5.32300997913841"
[1] "6054 forecasted vs actual:  5.21716701567675 5.22035582507832"
[1] "6055 forecasted vs actual:  5.17609670810831 5.19295685089021"
[1] "6056 forecasted vs actual:  5.18438450339928 5.18178355029209"
[1] "6057 forecasted vs actual:  5.18550407812104 5.19295685089021"
[1] "6058 forecasted vs actual:  5.2621878393504 5.32787616878958"
[1] "6059 forecasted vs actual:  5.48187258162484 5.52942908751142"
[1] "6060 forecasted vs actual:  5.67028291114624 5.64544689764324"
[1] "6061 forecasted vs actual:  5.71265689534979 5.66296048013595"
[1] "6062 forecasted vs actual:  5.66159031127168 5.63121178182137"
[1] "6063 forecasted vs actual:  5.61862861593251 5.605802066296"
[1] "6064 forecasted vs actual:  5.59584878087655 5.55682806169954"
[1] "6065 forecasted vs actual:  5.54180875680347 5.53338948872752"
[1] "6066 forecasted vs actual:  5.55489657862314 5.51342874616498"
[1] "6067 forecasted vs actual:  5.51200507079312 5.50533153593236"
[1] "6068 forecasted vs actual:  5.51081710826248 5.50533153593236"
[1] "6069 forecasted vs actual:  5.51520614060692 5.4971682252932"
[1] "6070 forecasted vs actual:  5.50329266752064 5.54517744447956"
[1] "6071 forecasted vs actual:  5.62509833318927 5.68357976733868"
[1] "6072 forecasted vs actual:  5.88767059256439 5.91350300563827"
[1] "6073 forecasted vs actual:  6.0530500605105 5.95842469302978"
[1] "6074 forecasted vs actual:  5.83384816645606 5.8406416573734"
[1] "6075 forecasted vs actual:  5.64905773223617 5.65248918026865"
[1] "6076 forecasted vs actual:  5.46301944230491 5.4553211153577"
[1] "6077 forecasted vs actual:  5.29267582108805 5.30330490805908"
[1] "6078 forecasted vs actual:  5.21836025282037 5.21493575760899"
[1] "6079 forecasted vs actual:  5.17086400366254 5.17614973257383"
[1] "6080 forecasted vs actual:  5.16333515931078 5.17048399503815"
[1] "6081 forecasted vs actual:  5.18324023659416 5.19295685089021"
[1] "6082 forecasted vs actual:  5.26085235285799 5.30826769740121"
[1] "6083 forecasted vs actual:  5.46011429431678 5.52146091786225"
[1] "6084 forecasted vs actual:  5.67483206125863 5.65248918026865"
[1] "6085 forecasted vs actual:  5.7095257879667 5.65948221575962"
[1] "6086 forecasted vs actual:  5.6475005396612 5.64190707093811"
[1] "6087 forecasted vs actual:  5.63466515215047 5.64544689764324"
[1] "6088 forecasted vs actual:  5.63403518300048 5.605802066296"
[1] "6089 forecasted vs actual:  5.58302605799646 5.5834963087817"
[1] "6090 forecasted vs actual:  5.59021958436489 5.58724865840025"
[1] "6091 forecasted vs actual:  5.58336834712747 5.57594910314632"
[1] "6092 forecasted vs actual:  5.55998762921265 5.59098698051086"
[1] "6093 forecasted vs actual:  5.60262655232862 5.61677109766657"
[1] "6094 forecasted vs actual:  5.63289020515241 5.67332326717149"
[1] "6095 forecasted vs actual:  5.73235550507403 5.79301360838414"
[1] "6096 forecasted vs actual:  5.98248462133129 5.95064255258773"
[1] "6097 forecasted vs actual:  6.04514478269045 5.96870755998537"
[1] "6098 forecasted vs actual:  5.83725485994298 5.84643877505772"
[1] "6099 forecasted vs actual:  5.67636271504011 5.66988092298052"
[1] "6100 forecasted vs actual:  5.47279716848614 5.47646355193151"
[1] "6101 forecasted vs actual:  5.3189617374135 5.32300997913841"
[1] "6102 forecasted vs actual:  5.23509969049257 5.2257466737132"
[1] "6103 forecasted vs actual:  5.1796036362157 5.18738580584075"
[1] "6104 forecasted vs actual:  5.17644077338143 5.18178355029209"
[1] "6105 forecasted vs actual:  5.19272401593835 5.20948615284142"
[1] "6106 forecasted vs actual:  5.28957670252709 5.31320597904179"
[1] "6107 forecasted vs actual:  5.46147421378684 5.52146091786225"
[1] "6108 forecasted vs actual:  5.67233676400563 5.63835466933375"
[1] "6109 forecasted vs actual:  5.69151601714739 5.65599181081985"
[1] "6110 forecasted vs actual:  5.65810834183155 5.64897423816121"
[1] "6111 forecasted vs actual:  5.64832893581904 5.64190707093811"
[1] "6112 forecasted vs actual:  5.62280335302417 5.59842195899838"
[1] "6113 forecasted vs actual:  5.57406265050699 5.5834963087817"
[1] "6114 forecasted vs actual:  5.59191741844344 5.57215403217776"
[1] "6115 forecasted vs actual:  5.56121340411695 5.56068163101553"
[1] "6116 forecasted vs actual:  5.56071393641384 5.57594910314632"
[1] "6117 forecasted vs actual:  5.59859736345393 5.59842195899838"
[1] "6118 forecasted vs actual:  5.61525417712396 5.65248918026865"
[1] "6119 forecasted vs actual:  5.72339090948464 5.78382518232974"
[1] "6120 forecasted vs actual:  5.97809907095912 5.94803498918065"
[1] "6121 forecasted vs actual:  6.03632803251699 5.94803498918065"
[1] "6122 forecasted vs actual:  5.81305477073727 5.83773044716594"
[1] "6123 forecasted vs actual:  5.68643029925101 5.68697535633982"
[1] "6124 forecasted vs actual:  5.49150562296812 5.50938833662798"
[1] "6125 forecasted vs actual:  5.34986853864049 5.34233425196481"
[1] "6126 forecasted vs actual:  5.23824598844451 5.23110861685459"
[1] "6127 forecasted vs actual:  5.18561483881214 5.18738580584075"
[1] "6128 forecasted vs actual:  5.17846849206696 5.17614973257383"
[1] "6129 forecasted vs actual:  5.18652455911985 5.19295685089021"
[1] "6130 forecasted vs actual:  5.27362963227995 5.24702407216049"
[1] "6131 forecasted vs actual:  5.3901906907785 5.37063802812766"
[1] "6132 forecasted vs actual:  5.51313495988875 5.50125821054473"
[1] "6133 forecasted vs actual:  5.58935552220826 5.65948221575962"
[1] "6134 forecasted vs actual:  5.71509987744343 5.71702770140622"
[1] "6135 forecasted vs actual:  5.69882996095576 5.72031177660741"
[1] "6136 forecasted vs actual:  5.67798862082412 5.69035945432406"
[1] "6137 forecasted vs actual:  5.65673654184597 5.65948221575962"
[1] "6138 forecasted vs actual:  5.64201454106877 5.63121178182137"
[1] "6139 forecasted vs actual:  5.60580536901875 5.59842195899838"
[1] "6140 forecasted vs actual:  5.58505682068531 5.58724865840025"
[1] "6141 forecasted vs actual:  5.59085682932637 5.5834963087817"
[1] "6142 forecasted vs actual:  5.60110897216112 5.61312810638807"
[1] "6143 forecasted vs actual:  5.68855556867624 5.73334127689775"
[1] "6144 forecasted vs actual:  5.9372011320702 5.93753620508243"
[1] "6145 forecasted vs actual:  6.04721022132366 5.96870755998537"
[1] "6146 forecasted vs actual:  5.8382659147957 5.86078622346587"
[1] "6147 forecasted vs actual:  5.6975715895149 5.70044357339069"
[1] "6148 forecasted vs actual:  5.52211430129918 5.52545293913178"
[1] "6149 forecasted vs actual:  5.36256127727647 5.37527840768417"
[1] "6150 forecasted vs actual:  5.26639839516968 5.26785815906333"
[1] "6151 forecasted vs actual:  5.2125146657143 5.22035582507832"
[1] "6152 forecasted vs actual:  5.20320150615724 5.19849703126583"
[1] "6153 forecasted vs actual:  5.20546324270406 5.19849703126583"
[1] "6154 forecasted vs actual:  5.27430406213532 5.23110861685459"
[1] "6155 forecasted vs actual:  5.3759624324561 5.30330490805908"
[1] "6156 forecasted vs actual:  5.42884206312975 5.37527840768417"
[1] "6157 forecasted vs actual:  5.45906682283387 5.51745289646471"
[1] "6158 forecasted vs actual:  5.600899616779 5.5683445037611"
[1] "6159 forecasted vs actual:  5.57085324484515 5.56068163101553"
[1] "6160 forecasted vs actual:  5.55307881877311 5.53733426701854"
[1] "6161 forecasted vs actual:  5.54283315798777 5.52545293913178"
[1] "6162 forecasted vs actual:  5.53070987246996 5.51342874616498"
[1] "6163 forecasted vs actual:  5.49713395428725 5.48063892334199"
[1] "6164 forecasted vs actual:  5.4755409715519 5.46806014113513"
[1] "6165 forecasted vs actual:  5.47995054848807 5.47227067367148"
[1] "6166 forecasted vs actual:  5.50829964853679 5.51745289646471"
[1] "6167 forecasted vs actual:  5.61089132868846 5.66642668811243"
[1] "6168 forecasted vs actual:  5.88603838340471 5.89715386763674"
[1] "6169 forecasted vs actual:  6.00167009645437 5.92692602597041"
[1] "6170 forecasted vs actual:  5.79966528427968 5.8171111599632"
[1] "6171 forecasted vs actual:  5.63801736223634 5.64897423816121"
[1] "6172 forecasted vs actual:  5.45078591458939 5.46383180502561"
[1] "6173 forecasted vs actual:  5.30308398258497 5.32787616878958"
[1] "6174 forecasted vs actual:  5.23627425358118 5.23644196282995"
[1] "6175 forecasted vs actual:  5.18337450426714 5.19295685089021"
[1] "6176 forecasted vs actual:  5.17780353975847 5.19295685089021"
[1] "6177 forecasted vs actual:  5.2098033448733 5.2257466737132"
[1] "6178 forecasted vs actual:  5.30214563681516 5.35185813347607"
[1] "6179 forecasted vs actual:  5.51171859856652 5.56068163101553"
[1] "6180 forecasted vs actual:  5.69610969964192 5.68357976733868"
[1] "6181 forecasted vs actual:  5.72772764940705 5.71702770140622"
[1] "6182 forecasted vs actual:  5.71311384228446 5.6937321388027"
[1] "6183 forecasted vs actual:  5.67550531362211 5.66642668811243"
[1] "6184 forecasted vs actual:  5.63470962906569 5.62401750618734"
[1] "6185 forecasted vs actual:  5.60751443737908 5.59471137960184"
[1] "6186 forecasted vs actual:  5.59573477227031 5.57215403217776"
[1] "6187 forecasted vs actual:  5.55855976524918 5.55295958492162"
[1] "6188 forecasted vs actual:  5.54337542691171 5.54517744447956"
[1] "6189 forecasted vs actual:  5.5570209382294 5.54517744447956"
[1] "6190 forecasted vs actual:  5.55792451707843 5.59842195899838"
[1] "6191 forecasted vs actual:  5.69741104347733 5.76519110278484"
[1] "6192 forecasted vs actual:  5.98717181173348 5.96614673912369"
[1] "6193 forecasted vs actual:  6.03615071789589 5.97635090929793"
[1] "6194 forecasted vs actual:  5.82984904656841 5.85220247977447"
[1] "6195 forecasted vs actual:  5.67868071672043 5.66988092298052"
[1] "6196 forecasted vs actual:  5.46684317955202 5.47227067367148"
[1] "6197 forecasted vs actual:  5.31125974466588 5.32787616878958"
[1] "6198 forecasted vs actual:  5.23296163938439 5.24174701505964"
[1] "6199 forecasted vs actual:  5.19696400266358 5.20948615284142"
[1] "6200 forecasted vs actual:  5.19377408791482 5.21493575760899"
[1] "6201 forecasted vs actual:  5.22725560427716 5.23644196282995"
[1] "6202 forecasted vs actual:  5.30722925037069 5.34710753071747"
[1] "6203 forecasted vs actual:  5.51063858920263 5.55295958492162"
[1] "6204 forecasted vs actual:  5.68882585055056 5.68357976733868"
[1] "6205 forecasted vs actual:  5.72870165667628 5.7037824746562"
[1] "6206 forecasted vs actual:  5.69390084710527 5.70044357339069"
[1] "6207 forecasted vs actual:  5.6920014719277 5.68357976733868"
[1] "6208 forecasted vs actual:  5.64885033969872 5.64897423816121"
[1] "6209 forecasted vs actual:  5.62562129714411 5.63121178182137"
[1] "6210 forecasted vs actual:  5.63483229756431 5.63121178182137"
[1] "6211 forecasted vs actual:  5.61403560523047 5.62762111369064"
[1] "6212 forecasted vs actual:  5.62060683143654 5.64544689764324"
[1] "6213 forecasted vs actual:  5.65027961690003 5.66988092298052"
[1] "6214 forecasted vs actual:  5.68808189684307 5.72358510195238"
[1] "6215 forecasted vs actual:  5.82228640780028 5.84354441703136"
[1] "6216 forecasted vs actual:  6.03585184035778 5.99396142730657"
[1] "6217 forecasted vs actual:  6.03930243782023 5.98393628068719"
[1] "6218 forecasted vs actual:  5.85395928918686 5.8664680569333"
[1] "6219 forecasted vs actual:  5.7155333305638 5.69035945432406"
[1] "6220 forecasted vs actual:  5.49334278676678 5.4971682252932"
[1] "6221 forecasted vs actual:  5.34239309924877 5.34233425196481"
[1] "6222 forecasted vs actual:  5.24345137693555 5.26269018890489"
[1] "6223 forecasted vs actual:  5.22611795492203 5.2257466737132"
[1] "6224 forecasted vs actual:  5.20775166850225 5.21493575760899"
[1] "6225 forecasted vs actual:  5.2215420650976 5.25227342804663"
[1] "6226 forecasted vs actual:  5.33922858606488 5.36597601502185"
[1] "6227 forecasted vs actual:  5.5204520253335 5.5683445037611"
[1] "6228 forecasted vs actual:  5.69417958299307 5.68697535633982"
[1] "6229 forecasted vs actual:  5.72915454014545 5.70044357339069"
[1] "6230 forecasted vs actual:  5.6836386912396 5.67675380226828"
[1] "6231 forecasted vs actual:  5.66660396822772 5.64897423816121"
[1] "6232 forecasted vs actual:  5.62714676723439 5.61312810638807"
[1] "6233 forecasted vs actual:  5.59617392918606 5.5834963087817"
[1] "6234 forecasted vs actual:  5.58010657867733 5.57594910314632"
[1] "6235 forecasted vs actual:  5.5689730391164 5.54907608489522"
[1] "6236 forecasted vs actual:  5.54259072242897 5.54907608489522"
[1] "6237 forecasted vs actual:  5.56809263492286 5.55682806169954"
[1] "6238 forecasted vs actual:  5.57459557012994 5.5834963087817"
[1] "6239 forecasted vs actual:  5.69686711094302 5.75574221358691"
[1] "6240 forecasted vs actual:  5.98953610307867 5.96614673912369"
[1] "6241 forecasted vs actual:  6.01379537548669 5.97888576490112"
[1] "6242 forecasted vs actual:  5.85444906458486 5.86078622346587"
[1] "6243 forecasted vs actual:  5.70769526474113 5.67675380226828"
[1] "6244 forecasted vs actual:  5.47743809584489 5.47227067367148"
[1] "6245 forecasted vs actual:  5.31733175725959 5.33271879326537"
[1] "6246 forecasted vs actual:  5.25291058156655 5.25227342804663"
[1] "6247 forecasted vs actual:  5.21067138735616 5.22035582507832"
[1] "6248 forecasted vs actual:  5.20761742200424 5.2040066870768"
[1] "6249 forecasted vs actual:  5.21194139246601 5.23644196282995"
[1] "6250 forecasted vs actual:  5.32523463263728 5.35658627467201"
[1] "6251 forecasted vs actual:  5.52586972156867 5.56068163101553"
[1] "6252 forecasted vs actual:  5.69273014124268 5.67332326717149"
[1] "6253 forecasted vs actual:  5.7188202018331 5.6937321388027"
[1] "6254 forecasted vs actual:  5.68406899866335 5.66296048013595"
[1] "6255 forecasted vs actual:  5.63921651547334 5.63121178182137"
[1] "6256 forecasted vs actual:  5.60450562252005 5.59471137960184"
[1] "6257 forecasted vs actual:  5.58070123662903 5.56068163101553"
[1] "6258 forecasted vs actual:  5.56175701533018 5.54907608489522"
[1] "6259 forecasted vs actual:  5.54637451602148 5.52146091786225"
[1] "6260 forecasted vs actual:  5.51339054785656 5.52146091786225"
[1] "6261 forecasted vs actual:  5.54320930774342 5.51745289646471"
[1] "6262 forecasted vs actual:  5.53565888876058 5.56068163101553"
[1] "6263 forecasted vs actual:  5.6784360427726 5.71373280550937"
[1] "6264 forecasted vs actual:  5.94362216371836 5.95324333428778"
[1] "6265 forecasted vs actual:  6.02239889571866 5.96614673912369"
[1] "6266 forecasted vs actual:  5.81913892653735 5.85507192220243"
[1] "6267 forecasted vs actual:  5.69291696405135 5.68017260901707"
[1] "6268 forecasted vs actual:  5.47876751660612 5.50533153593236"
[1] "6269 forecasted vs actual:  5.34470260280513 5.33753807970132"
[1] "6270 forecasted vs actual:  5.24240524081437 5.25227342804663"
[1] "6271 forecasted vs actual:  5.21262573056215 5.21493575760899"
[1] "6272 forecasted vs actual:  5.20275208084658 5.20948615284142"
[1] "6273 forecasted vs actual:  5.21907275057693 5.23110861685459"
[1] "6274 forecasted vs actual:  5.31002858523634 5.34710753071747"
[1] "6275 forecasted vs actual:  5.52008525485671 5.54907608489522"
[1] "6276 forecasted vs actual:  5.67966093301826 5.66642668811243"
[1] "6277 forecasted vs actual:  5.70970188255318 5.67675380226828"
[1] "6278 forecasted vs actual:  5.66445103464082 5.66296048013595"
[1] "6279 forecasted vs actual:  5.64667070665933 5.63478960316925"
[1] "6280 forecasted vs actual:  5.6094258495247 5.59471137960184"
[1] "6281 forecasted vs actual:  5.57868312177029 5.55682806169954"
[1] "6282 forecasted vs actual:  5.55442826904624 5.54126354515843"
[1] "6283 forecasted vs actual:  5.53389962140709 5.53733426701854"
[1] "6284 forecasted vs actual:  5.54117142274025 5.52942908751142"
[1] "6285 forecasted vs actual:  5.53469337238421 5.53338948872752"
[1] "6286 forecasted vs actual:  5.5547388882161 5.56452040732269"
[1] "6287 forecasted vs actual:  5.68315553190634 5.70711026474888"
[1] "6288 forecasted vs actual:  5.91762164265174 5.93753620508243"
[1] "6289 forecasted vs actual:  6.01415348568213 5.95324333428778"
[1] "6290 forecasted vs actual:  5.81495596338732 5.85507192220243"
[1] "6291 forecasted vs actual:  5.70727921693146 5.70711026474888"
[1] "6292 forecasted vs actual:  5.52608607418609 5.54126354515843"
[1] "6293 forecasted vs actual:  5.38482600295632 5.36129216570943"
[1] "6294 forecasted vs actual:  5.2632927875192 5.26269018890489"
[1] "6295 forecasted vs actual:  5.22186268435604 5.22035582507832"
