"","x"
"1",5.71504992242492
"2",5.60257284244417
"3",5.43343398869807
"4",5.24700984224366
"5",5.06770363810963
"6",4.95902964786051
"7",4.92601442385794
"8",4.91712230805933
"9",4.91931105086
"10",5.00342953121324
"11",5.20503531295959
"12",5.33799496374726
"13",5.452267788998
"14",5.41933191473618
"15",5.40668891600261
"16",5.39478521721573
"17",5.37436200814807
"18",5.38102770688334
"19",5.41774675229766
"20",5.4128109656127
"21",5.54258563385184
"22",5.70425358973559
"23",5.75974417696999
"24",5.76782836751931
"25",5.72329661563557
"26",5.61229736110243
"27",5.45199790693751
"28",5.26369490970204
"29",5.08369688780469
"30",4.91231265928721
"31",4.91421346398005
"32",4.89134304398624
"33",4.89029862977377
"34",4.99596284355835
"35",5.16998242636359
"36",5.3879500899011
"37",5.47543877067701
"38",5.45821609828315
"39",5.46035805602839
"40",5.43773667091922
"41",5.41331905166989
"42",5.42684555545124
"43",5.42924068753105
"44",5.48039011365444
"45",5.59049027999699
"46",5.70987013229488
"47",5.74358802530746
"48",5.77977672445447
"49",5.72400067358976
"50",5.6151000881664
"51",5.46273341920684
"52",5.27179027344482
"53",5.10161701374021
"54",4.99934971426612
"55",4.94184345761606
"56",4.93187670564114
"57",4.95348248061641
"58",5.05791481801955
"59",5.19831013512788
"60",5.38604907125908
"61",5.47063981647991
"62",5.43978980200274
"63",5.45468617877596
"64",5.41262585339823
"65",5.39145925933311
"66",5.36346317649603
"67",5.37853769930623
"68",5.39912446327268
"69",5.53752853826417
"70",5.67005470767733
"71",5.77017374513252
"72",5.79116752202053
"73",5.73614940576865
"74",5.64764307280268
"75",5.48666421496714
"76",5.31747537269666
"77",5.13912967483845
"78",5.04645961266813
"79",4.98873267036938
"80",4.99492333220253
"81",4.9639272300188
"82",5.10953405379408
"83",5.23457298136765
"84",5.31881551998502
"85",5.35890938901374
"86",5.51201233630117
"87",5.58401789970275
"88",5.57763825445535
"89",5.61894671915507
"90",5.63562923918164
"91",5.63626108248661
"92",5.61155185793884
"93",5.70649269417657
"94",5.77699981460913
"95",5.83679463979969
"96",5.86146478066591
"97",5.79030958130007
"98",5.71934172872126
"99",5.56136566067256
"100",5.39933528212781
"101",5.25789689107515
"102",5.17563667627499
"103",5.10729878997328
"104",5.07406963653961
"105",5.08067043197729
"106",5.15464089914167
"107",5.28198707022692
"108",5.3490620380597
"109",5.34907621698274
"110",5.44969118126736
"111",5.49341134853908
"112",5.47534693052348
"113",5.47191316774529
"114",5.51973099681828
"115",5.51477516215134
"116",5.52608650703101
"117",5.58957121807862
"118",5.67262516544987
"119",5.77642308407631
"120",5.83046706507919
"121",5.76847890385419
"122",5.70062767513333
"123",5.54352932772474
"124",5.35257369536592
"125",5.20252864219988
"126",5.09023637818768
"127",5.06278692179615
"128",5.03271128391841
"129",5.05415794587927
"130",5.14319358864044
"131",5.31727529012785
"132",5.47160822337376
"133",5.51080474081033
"134",5.52033850236047
"135",5.54732199457072
"136",5.51680227510529
"137",5.49063210648577
"138",5.48933979972321
"139",5.49165522067334
"140",5.51564103078995
"141",5.58357347987734
"142",5.63087687185402
"143",5.81462687653722
"144",5.82786467870718
"145",5.77805781052089
"146",5.69077422211769
"147",5.50458837891203
"148",5.32194890292595
"149",5.16084603528694
"150",5.08113586336982
"151",5.02781028962762
"152",5.0220436806645
"153",5.0298935513662
"154",5.14458974672908
"155",5.30454483675705
"156",5.45466304871357
"157",5.52784788563
"158",5.51791538045586
"159",5.51288924255137
"160",5.4819290694915
"161",5.45827440992551
"162",5.46926252111292
"163",5.46427660799306
"164",5.47976689273623
"165",5.57020441299252
"166",5.68447938453338
"167",5.80234234944579
"168",5.83939346255994
"169",5.77019100297048
"170",5.6689851581925
"171",5.49825479878139
"172",5.31825968678494
"173",5.17285081034497
"174",5.0560183129809
"175",5.06337669269467
"176",5.04581457130714
"177",5.05135807046155
"178",5.12582382354094
"179",5.31459032612822
"180",5.46343736559864
"181",5.5471688802
"182",5.52922133695671
"183",5.53973495748657
"184",5.49378085305574
"185",5.47422535941493
"186",5.48931907437823
"187",5.49409375488583
"188",5.5106148258734
"189",5.61228166958913
"190",5.70670889008097
"191",5.80619457976362
"192",5.84396068621287
"193",5.78419977629015
"194",5.69559835716413
"195",5.53727936316612
"196",5.34095931898146
"197",5.16625040642968
"198",5.07516816191899
"199",5.03524219671981
"200",5.02187307928474
"201",5.05146307993735
"202",5.12195515779827
"203",5.3094230749996
"204",5.43964147128059
"205",5.4966679236355
"206",5.48522240805965
"207",5.48307543157723
"208",5.43120932837736
"209",5.39760128651813
"210",5.38855047404203
"211",5.39197010288489
"212",5.39118452480101
"213",5.48307692090855
"214",5.61055371474261
"215",5.7491971767186
"216",5.8041823266332
"217",5.7385068633486
"218",5.66913927452203
"219",5.50482170570002
"220",5.31705503921346
"221",5.18307147290328
"222",5.09633773941263
"223",5.05494525107233
"224",5.04798063736419
"225",5.07455027915099
"226",5.15320282661199
"227",5.31922167018701
"228",5.46079028542855
"229",5.51886820878563
"230",5.53703604627894
"231",5.54427140981485
"232",5.50433537186286
"233",5.48378246879414
"234",5.45371746541942
"235",5.46985426436779
"236",5.49056966594331
"237",5.5678489252302
"238",5.70303696257707
"239",5.78681849278264
"240",5.84520184108796
"241",5.77535186850973
"242",5.67685383780188
"243",5.51499950770003
"244",5.35676938146628
"245",5.23796748076564
"246",5.2129369938354
"247",5.17570768925404
"248",5.154073972453
"249",5.19826696187389
"250",5.26289271736655
"251",5.35678678031382
"252",5.51013390518085
"253",5.54191774726858
"254",5.66771566855916
"255",5.70127075638853
"256",5.67698716283092
"257",5.68548315200789
"258",5.66022699193565
"259",5.64491494641041
"260",5.62735072099538
"261",5.6751788939679
"262",5.81266221167988
"263",5.89614203527221
"264",5.94244211394377
"265",5.89424093004929
"266",5.78887172449075
"267",5.63979279071351
"268",5.49019752153708
"269",5.36092745343523
"270",5.29369127632694
"271",5.22767575669296
"272",5.21221218183138
"273",5.23278261997707
"274",5.29133455561905
"275",5.37141989818995
"276",5.48232145791526
"277",5.46807704373537
"278",5.56698885242218
"279",5.55329659800838
"280",5.52745884172677
"281",5.49403785362762
"282",5.47856895529919
"283",5.48052452811766
"284",5.44250684117944
"285",5.5268395557515
"286",5.68498876401577
"287",5.77032198622932
"288",5.8624527533936
"289",5.81385675954053
"290",5.71833097813306
"291",5.57253796673552
"292",5.41857370979506
"293",5.28018441732427
"294",5.23181235741057
"295",5.18495867274142
"296",5.17813901548533
"297",5.17908334417364
"298",5.25011393861233
"299",5.42465966626645
"300",5.52937318662963
"301",5.55533404085573
"302",5.6664282334237
"303",5.60717639568922
"304",5.57333674900513
"305",5.53101532414415
"306",5.45772889765076
"307",5.46664290534961
"308",5.495996241081
"309",5.54387040254115
"310",5.71295064731403
"311",5.82614747498324
"312",5.89055088865203
"313",5.83788098775452
"314",5.7214078550152
"315",5.59405628873965
"316",5.42259733507434
"317",5.26592443309003
"318",5.18858302809312
"319",5.1440672092528
"320",5.16004668874285
"321",5.17078155848602
"322",5.23726650082099
"323",5.39095909860883
"324",5.52238753849171
"325",5.54286958774463
"326",5.57608246767046
"327",5.55878225520957
"328",5.53851213828422
"329",5.46210049129134
"330",5.43292761480238
"331",5.43710712856241
"332",5.38974380550102
"333",5.52689857614714
"334",5.67668381737486
"335",5.79585376599891
"336",5.88996794650411
"337",5.82389267293448
"338",5.73525536634478
"339",5.57495971257351
"340",5.3967915135535
"341",5.24175377078271
"342",5.18128423815332
"343",5.14774547908001
"344",5.12850839782215
"345",5.16025783802244
"346",5.24147874653553
"347",5.39639965409999
"348",5.51978542975714
"349",5.54407987222882
"350",5.59533839007253
"351",5.53795919618773
"352",5.50186825064113
"353",5.45429958661809
"354",5.4294424961224
"355",5.40949720554201
"356",5.42687941846292
"357",5.50658059494737
"358",5.68273058766034
"359",5.80927425242455
"360",5.8913213965898
"361",5.8464667387262
"362",5.75570315629761
"363",5.58164877980888
"364",5.40478148019284
"365",5.27262554155124
"366",5.17921357537672
"367",5.13763028719305
"368",5.15502470822711
"369",5.17119087273271
"370",5.21569845027961
"371",5.37139233317362
"372",5.50373608363982
"373",5.52205050884108
"374",5.56345251174644
"375",5.56288650475122
"376",5.52220565928436
"377",5.4908729125478
"378",5.47042915084134
"379",5.44069252380502
"380",5.42503892818313
"381",5.5078260108752
"382",5.66565555828289
"383",5.80355092281509
"384",5.86154064242802
"385",5.82661371590139
"386",5.72283637423682
"387",5.56024135837474
"388",5.42303592254966
"389",5.24333007445217
"390",5.14705745916837
"391",5.13603736333894
"392",5.12981087078432
"393",5.16257832608118
"394",5.2610316769435
"395",5.37425792810478
"396",5.5002622180285
"397",5.53878616630488
"398",5.57728562147097
"399",5.49749070959247
"400",5.44197248750043
"401",5.40799084857153
"402",5.40423536713138
"403",5.39132683240094
"404",5.3889072658857
"405",5.46689611829151
"406",5.65590934353382
"407",5.77919447133688
"408",5.87232186548082
"409",5.80807992519301
"410",5.68893190943432
"411",5.55308351006552
"412",5.37778602509068
"413",5.24504140664416
"414",5.14736071288491
"415",5.11991334220568
"416",5.11452662000105
"417",5.12819943463489
"418",5.18463261018284
"419",5.28764278516229
"420",5.40289095263883
"421",5.47265415177796
"422",5.58987039120916
"423",5.62348549707982
"424",5.60704236907144
"425",5.63183834455551
"426",5.59500517677461
"427",5.57928404888145
"428",5.6190053488142
"429",5.68695153564187
"430",5.79229901884854
"431",5.87350180563779
"432",5.88614241010555
"433",5.85105726327084
"434",5.74946074092005
"435",5.60547280827973
"436",5.43338546219712
"437",5.29290027976262
"438",5.20206465749719
"439",5.15247786592245
"440",5.14136107838571
"441",5.15349185193912
"442",5.20164899180315
"443",5.3094117275797
"444",5.36653677153398
"445",5.36648378936058
"446",5.49143295857085
"447",5.4530388102241
"448",5.37680024595724
"449",5.38701324761965
"450",5.46217413741873
"451",5.39743840141261
"452",5.42456797540711
"453",5.48724866981534
"454",5.62109375536535
"455",5.72731472661698
"456",5.82446969049683
"457",5.79256800569741
"458",5.71836058369698
"459",5.55041204253489
"460",5.36394925027964
"461",5.21084694449773
"462",5.13264426270301
"463",5.08696256704837
"464",5.07729666913748
"465",5.09420259324183
"466",5.18720626612093
"467",5.33431853333748
"468",5.50473413518078
"469",5.59643762460837
"470",5.5870022787712
"471",5.50819403475556
"472",5.45864326632473
"473",5.37300017730817
"474",5.38289365929329
"475",5.45225323069579
"476",5.42391925231344
"477",5.42125489738125
"478",5.63040654623153
"479",5.75869120874138
"480",5.83304335226532
"481",5.80832582398327
"482",5.67940884279041
"483",5.53299343135374
"484",5.33779949669263
"485",5.1563294083418
"486",5.0607195252141
"487",5.04456667587995
"488",5.04914950933212
"489",5.06682580854381
"490",5.12483040954334
"491",5.30414795423858
"492",5.46762902369918
"493",5.55398661171082
"494",5.47865637650653
"495",5.41368652012892
"496",5.32009146965041
"497",5.34535113844216
"498",5.33146332270818
"499",5.36776369039415
"500",5.36672042865882
"501",5.42870900989071
"502",5.57168298921443
"503",5.74390629861943
"504",5.82991166875963
"505",5.79562781926053
"506",5.68579541351193
"507",5.52264200938955
"508",5.30381193551762
"509",5.15709305046587
"510",5.05588834192385
"511",5.00971651999291
"512",5.01180349574952
"513",5.02773098634792
"514",5.11096256764369
"515",5.2857215811492
"516",5.45370051298115
"517",5.53499980099281
"518",5.47434529752511
"519",5.39960431579584
"520",5.35803665965216
"521",5.34879195512814
"522",5.26965266771338
"523",5.29253317813252
"524",5.35797657789052
"525",5.42214828829052
"526",5.57155608914602
"527",5.71716344621893
"528",5.81299538804566
"529",5.75805306459925
"530",5.65929721819622
"531",5.51406655840914
"532",5.31936286071837
"533",5.12305277490933
"534",5.04173226609013
"535",4.9908982719638
"536",4.99864910194972
"537",5.00504104328063
"538",5.12313716231498
"539",5.26095913636771
"540",5.43678356401904
"541",5.53852395154448
"542",5.50639252577954
"543",5.51144451289232
"544",5.49628341073164
"545",5.48132052213812
"546",5.46972954297408
"547",5.42879314476498
"548",5.46755203460068
"549",5.53739869545879
"550",5.66536504513583
"551",5.74631185600709
"552",5.8194708512949
"553",5.78097398221062
"554",5.67282509197034
"555",5.54285711099546
"556",5.34158073765522
"557",5.16122259909693
"558",5.06231573889811
"559",5.0357756341685
"560",5.03797089174241
"561",5.05700283524603
"562",5.13012202667499
"563",5.29305454671677
"564",5.4689319239753
"565",5.53964841745326
"566",5.46328671714735
"567",5.39756868050006
"568",5.35542279911134
"569",5.31601073913619
"570",5.28814471803357
"571",5.290723786406
"572",5.32462744467679
"573",5.46640533482374
"574",5.60982280840872
"575",5.75684290922023
"576",5.82046411303303
"577",5.77776223749243
"578",5.67959723684687
"579",5.50919674387333
"580",5.38222266922801
"581",5.24427856805072
"582",5.04060333171908
"583",5.03028636521648
"584",5.00266836298935
"585",5.01175469579193
"586",5.08750929128754
"587",5.20143151258351
"588",5.35169115350307
"589",5.40544955760308
"590",5.53620791809139
"591",5.57192012255258
"592",5.57092264697323
"593",5.55265870032903
"594",5.49328317723531
"595",5.4461173114701
"596",5.54386392295992
"597",5.47238730348362
"598",5.67303059850974
"599",5.78558639833271
"600",5.85198058756724
"601",5.83377779834756
"602",5.7325704704935
"603",5.56733238197427
"604",5.39644485207846
"605",5.23597608395113
"606",5.15626398443782
"607",5.10336202523066
"608",5.06000422711514
"609",5.04554458451555
"610",5.13173822901831
"611",5.22869196488369
"612",5.30396425262082
"613",5.3438178319634
"614",5.44876741164061
"615",5.46038282973616
"616",5.34594677869747
"617",5.29346057219804
"618",5.26862512054578
"619",5.25809134379282
"620",5.25631260662417
"621",5.27945404434405
"622",5.48682993811376
"623",5.63746480027629
"624",5.75960314700524
"625",5.74403513264047
"626",5.67869236734976
"627",5.50475444815542
"628",5.33053042251566
"629",5.14667533869943
"630",5.04883453319669
"631",5.00339315802157
"632",4.9952324055467
