,"""x"""
10546,-0.605153105
10547,0.612044712
10548,0.024373155
10549,13.10571446
10550,18.28323283
10551,25.34777074
10552,11.9114851
10553,12.18987115
10554,0.994140165
10555,0.703239937
10556,0.399031124
10557,1.586212456
10558,0.409742194
10559,0.857900274
10560,1.089188488
10561,19.15612576
10562,13.98788203
10563,9.911946594
10564,2.148237131
10565,-2.352049968
10566,2.043065383
10567,2.727417251
10568,3.128256747
10569,-0.921698258
10570,3.895685659
10571,11.92397168
10572,10.47325176
10573,-1.09203775
10574,11.70395103
10575,3.620183676
10576,-1.105701365
10577,2.486252659
10578,0.611472394
10579,2.073693815
10580,0.588451785
10581,-0.076480194
10582,19.85232113
10583,25.44669714
10584,22.76158217
10585,27.90411089
10586,26.17966513
10587,18.75553164
10588,20.15101779
10589,21.03348696
10590,2.372037269
10591,1.756803251
10592,9.339377839
10593,6.878030416
10594,3.314641158
10595,0.858601871
10596,2.314057962
10597,2.163331826
10598,2.158260988
10599,9.859828689
10600,44.13354993
10601,51.63245826
10602,30.65556468
10603,19.44312454
10604,17.12847922
10605,19.75938161
10606,37.79590271
10607,53.05816784
10608,43.48010631
10609,35.77683033
10610,5.848319157
10611,10.31414508
10612,19.09462931
10613,17.06976598
10614,16.11476832
10615,20.75378888
10616,15.95187319
10617,11.47847419
10618,3.183719747
10619,10.01723375
10620,7.162530755
10621,1.533656177
10622,4.886264038
10623,1.064657771
10624,10.79454449
10625,16.50912609
10626,1.173880222
10627,4.713598609
10628,5.810675418
10629,2.582607631
10630,2.497966277
10631,2.05826605
10632,3.166051405
10633,3.027526557
10634,2.999664767
10635,3.012447033
10636,2.826139191
10637,0.570121404
10638,2.514245792
10639,2.109684955
10640,-1.268797636
10641,2.340686135
10642,2.246272522
10643,2.146601519
10644,1.221736106
10645,2.019226892
10646,1.464539227
10647,1.812832353
10648,0.624941984
10649,1.492547823
10650,1.54622467
10651,1.436497487
10652,0.487671764
10653,1.312797264
10654,1.238937255
10655,0.417205891
10656,0.989534464
10657,0.983519404
10658,0.790204958
10659,8.371272296
10660,1.173007153
10661,-2.102398014
10662,1.674254173
10663,1.781125179
10664,6.824323872
10665,0.983472325
10666,5.458272816
10667,7.498862976
10668,6.453060063
10669,13.87915923
10670,15.79143747
10671,6.564813561
10672,-2.108340311
10673,13.16131532
10674,12.22641699
10675,6.564151096
10676,7.369436459
10677,9.154243865
10678,12.16780641
10679,10.92606765
10680,9.864071803
10681,8.451432427
10682,11.60217823
10683,11.73463026
10684,9.146202352
10685,10.19502347
10686,10.9747279
10687,17.5526951
10688,9.548850865
10689,7.885976041
10690,10.78165461
10691,12.07724227
10692,11.47155393
10693,10.17929937
10694,9.843942496
10695,11.20024206
10696,11.44717012
10697,9.626110161
10698,10.01131397
10699,10.78275606
10700,12.33685978
10701,10.25855473
10702,15.66524106
10703,13.51361643
10704,11.23581844
10705,10.23513083
10706,11.43830317
10707,9.762110625
10708,11.31447153
10709,11.55158005
10710,10.20033511
10711,9.851887321
10712,11.33939936
10713,10.29907809
10714,10.14021401
10715,10.36728185
10716,12.58011799
10717,11.75028498
10718,11.2458521
10719,10.10749842
10720,10.51286709
10721,12.15570834
10722,11.84838061
10723,10.38551349
10724,10.39358783
10725,11.24733975
10726,10.58562282
10727,4.802134394
10728,1.08991637
10729,5.960187628
10730,11.23425428
10731,5.862764007
10732,-0.096330261
10733,1.497424758
10734,9.645087951
10735,10.93613863
10736,-0.108795734
10737,0.582452271
10738,8.699703483
10739,11.10654418
10740,3.283007511
10741,0.474398448
10742,6.385837066
10743,8.633367772
10744,2.915180702
10745,0.184734855
10746,1.369682237
10747,8.677608623
10748,12.91195814
10749,-0.156656407
10750,-0.917064803
10751,9.023346271
10752,6.292445047
10753,-0.863460216
10754,1.568902911
10755,2.95414933
10756,1.728635424
10757,1.242629167
10758,2.784282882
10759,-1.291241793
10760,0.630234256
10761,1.425587508
10762,0.409661905
10763,1.353788814
10764,2.526407257
10765,1.169582475
10766,0.158369737
10767,2.51385291
10768,0.908896481
10769,0.828421744
10770,0.635715226
10771,1.16995779
10772,1.073316134
10773,-0.08769368
10774,0.968215056
10775,0.374648741
10776,0.263922123
10777,1.256401756
10778,0.933529032
10779,-1.745334918
10780,0.638261524
10781,-0.334653149
10782,1.114706172
10783,0.16764367
10784,-1.781464226
10785,12.66584346
10786,13.02121878
10787,1.362297774
10788,-0.894290788
10789,3.755659663
10790,0.702435516
10791,2.195382621
10792,-1.096513439
10793,3.060345399
10794,4.108823886
10795,-1.657137726
10796,0.762314152
10797,1.233430308
10798,-0.039082706
10799,-0.783652694
10800,7.600149262
10801,12.774893
10802,10.62286519
10803,10.49594957
10804,9.833982021
10805,0.959037109
10806,1.876814554
10807,0.652930811
10808,0.985492229
10809,0.155543416
10810,0.735793332
10811,-6.355734043
10812,0.913729415
10813,0.197018133
10814,0.74996433
10815,2.114079729
10816,0.911056531
10817,7.336008763
10818,11.51645088
10819,8.934493353
10820,9.986777915
10821,15.89887332
10822,7.785917733
10823,0.905762045
10824,19.35329565
10825,4.266810545
10826,17.82728188
10827,10.91700644
10828,9.439766128
10829,10.19066183
10830,10.89881575
10831,10.44263916
10832,5.50126299
10833,3.344326139
10834,9.705932295
10835,8.787531931
10836,10.54895993
10837,21.16156085
10838,39.85255649
10839,38.86762926
10840,-8.065966465
10841,1.323214109
10842,4.636344177
10843,5.178321111
10844,4.811780252
10845,5.120104581
10846,1.012847967
10847,2.937987321
10848,2.562864606
10849,1.755790354
10850,1.137971648
10851,1.019097151
10852,21.47213319
10853,14.37445288
10854,14.33772952
10855,-0.864744351
10856,2.147115439
10857,2.868338944
10858,2.175494958
10859,1.618387292
10860,2.12898624
10861,1.650118279
10862,1.635453503
10863,1.51656039
10864,1.990614206
10865,9.141098421
10866,9.373858962
10867,5.952069775
10868,8.875587389
10869,19.96222788
10870,15.26865416
10871,27.40894525
10872,21.54209445
10873,26.60500702
10874,30.23616319
10875,32.78568868
10876,16.79193939
10877,38.56097993
10878,29.53880034
10879,-1.282474863
10880,16.08599999
10881,26.91901489
10882,27.48846042
10883,-1.204278687
10884,1.483644453
10885,5.747166057
10886,1.360510146
10887,2.159005269
10888,2.61101797
10889,-0.634000372
10890,2.176256239
10891,2.151660866
10892,1.839516313
10893,1.890740077
10894,26.00878533
10895,33.8275535
10896,30.12644057
10897,23.60749202
10898,21.00026623
10899,22.26742465
10900,0.137713086
10901,3.426766549
10902,7.155631841
10903,1.671074534
10904,2.753574289
10905,2.750835585
10906,1.716179796
10907,1.055585702
10908,1.359203593
10909,1.286899916
10910,1.27857662
10911,1.265434763
10912,1.255317339
10913,1.244583351
10914,1.234871882
10915,1.224327641
10916,1.216141128
10917,1.206732711
10918,1.198359627
10919,1.188724887
10920,1.180199211
10921,-0.806098756
10922,1.174507472
10923,1.155783123
10924,1.145921329
10925,1.137682734
10926,1.128734956
10927,1.119817639
10928,1.110032373
10929,1.118206205
10930,-1.711201445
10931,1.085456396
10932,-1.171798488
10933,-1.60744928
10934,-1.520341977
10935,1.052390636
10936,11.29345461
10937,0.112101766
10938,1.140017993
10939,1.035706489
10940,21.47829404
10941,18.20309242
10942,28.76939168
10943,13.56289457
10944,12.04545792
10945,0.071200791
10946,9.799012732
10947,10.84341425
10948,38.43116991
10949,49.95006876
10950,38.73507488
10951,14.91696258
10952,19.29955163
10953,23.0616621
10954,29.64592932
10955,54.16395672
10956,49.24688197
10957,41.12701504
10958,25.2441451
10959,28.72364285
10960,23.79376638
10961,7.626081517
10962,11.994513
10963,11.04904448
10964,12.04013065
10965,6.414797608
10966,3.434846295
10967,0.738763204
10968,11.67259794
10969,9.860925745
10970,0.596666108
10971,1.6752562
10972,10.47133914
10973,11.54498241
10974,0.52375907
10975,1.671168164
10976,10.3661058
10977,11.28271376
10978,6.460154435
10979,1.067393177
10980,1.544391862
10981,11.29334924
10982,8.416198468
10983,0.517531675
10984,1.520952954
10985,12.76788649
10986,10.07548392
10987,3.328800924
10988,2.048439748
10989,9.648484036
10990,13.4570206
10991,5.493723578
10992,0.178452999
10993,3.174370549
10994,12.92736107
10995,8.64412045
10996,-0.869933787
10997,2.933120165
10998,12.71150758
10999,11.37309003
11000,5.095488267
11001,1.209114533
11002,8.956448145
11003,11.41475892
11004,4.909433702
11005,0.203751338
11006,2.628996804
11007,2.56487096
11008,1.197840978
11009,2.112900154
11010,1.777936509
11011,1.927558437
11012,1.740136351
11013,1.524783035
11014,1.378855071
11015,1.725908479
11016,1.636649675
11017,1.212444377
11018,1.213695268
11019,1.378672079
11020,0.333948744
11021,1.553580117
11022,1.59001476
11023,-1.455268231
11024,0.204553755
11025,0.181503085
11026,-0.827163305
11027,-0.80509879
11028,0.125642832
11029,0.111829739
11030,0.099593366
11031,0.088356522
11032,0.078424361
11033,0.070251613
11034,0.062388613
11035,0.055630778
11036,0.049446786
11037,1.224046424
11038,1.622407839
11039,0.957718902
11040,1.30830202
11041,11.50864245
11042,-1.857125119
11043,-1.71838896
11044,2.56229309
11045,-0.248886463
11046,-0.204882327
11047,0.691621929
11048,0.094772486
11049,0.953014117
11050,0.840146399
11051,1.43864875
11052,0.860860144
11053,1.14874767
11054,-1.344578752
11055,0.084553138
11056,-0.199467459
11057,-0.052727398
11058,0.054726159
11059,0.875017621
11060,0.128129296
11061,0.038276641
11062,-1.354654578
11063,0.492218667
11064,0.773016404
11065,0.967848942
11066,0.887146962
11067,1.065370084
11068,0.014769201
11069,1.529923071
11070,0.012034269
11071,0.008400652
11072,9.447152092
11073,-2.290972823
11074,-1.542138254
11075,2.703015958
11076,-3.205513732
11077,-0.062114307
11078,10.86020586
11079,3.826660932
11080,-1.790043496
11081,2.822593234
11082,0.94800789
11083,-0.233677657
11084,2.028099755
11085,-5.880213684
11086,0.99785725
11087,0.431202018
11088,0.253610636
11089,0.847867556
11090,15.60339082
11091,-2.905262887
11092,-2.740904706
11093,-2.481156726
11094,8.112260502
11095,8.786545837
11096,15.0584133
11097,12.64809414
11098,11.3572457
11099,8.254680014
11100,7.298239842
11101,1.181708498
11102,1.153767458
11103,2.863583185
11104,0.614229296
11105,0.861038776
11106,1.005619394
11107,-2.424633711
11108,1.024856195
11109,0.981589012
11110,4.892589205
11111,10.58472447
11112,8.640959816
11113,8.212402602
11114,5.195424385
11115,0.66271286
11116,2.63186001
11117,6.845804028
11118,0.08791382
11119,8.598742501
11120,11.71174688
11121,7.095431858
11122,9.546636007
11123,9.055476297
11124,0.076084413
11125,2.287474008
11126,3.508543994
11127,0.670415282
11128,1.713655307
11129,1.445623399
11130,0.742130807
11131,14.89808045
11132,13.566881
11133,2.960296717
11134,1.506800252
11135,10.10387712
11136,9.119145689
11137,6.959447658
11138,10.02036447
11139,7.207675151
11140,10.95505063
11141,12.96481329
11142,-0.811457809
11143,2.759614259
11144,4.312711612
11145,0.698783251
11146,2.131261385
11147,1.73680465
11148,0.906881614
11149,1.236674243
11150,0.894568438
11151,1.211487799
11152,0.694914592
11153,0.367357136
11154,0.494328856
11155,0.525149985
11156,1.548946707
11157,1.555047978
11158,0.251584206
11159,0.631890887
11160,1.005414168
11161,0.54447685
11162,1.057893678
11163,1.137141543
11164,0.605350701
11165,17.73633511
11166,26.67275501
11167,-4.76007865
11168,7.97153576
11169,5.353536269
11170,-3.849632087
11171,3.154446702
11172,0.852451918
11173,5.332450801
11174,1.734151679
11175,1.016941192
11176,2.004439057
11177,0.386673264
11178,0.449409122
11179,0.939149263
11180,0.783211919
11181,0.484298076
11182,0.932225825
11183,-1.011163813
11184,0.253587736
11185,-1.162655371
11186,0.363854263
11187,0.550654603
11188,0.553275242
11189,0.110214729
11190,0.40273378
11191,0.373862132
11192,0.380761876
11193,-0.375523091
11194,0.878450154
11195,0.281418934
11196,-2.62327367
11197,13.17095423
11198,9.490099374
11199,-4.062586255
11200,0.59295405
11201,-0.828049144
11202,1.523887035
11203,1.725748851
11204,-1.49453427
11205,-2.255361282
11206,0.670284643
11207,0.377490543
11208,-0.84872531
11209,1.714706269
11210,0.253278579
11211,0.237423506
11212,-0.483559418
11213,0.238001287
11214,0.560607708
11215,0.48414131
11216,0.455585438
11217,0.427665376
11218,0.4884192
11219,3.044470364
11220,0.754428884
11221,0.413307822
11222,0.690033292
11223,0.544536706
11224,3.960943445
11225,4.257577595
11226,0.577106425
11227,0.771521441
11228,0.152542248
11229,0.435838089
11230,0.015140158
11231,0.731969945
11232,4.035512886
11233,0.009908397
11234,7.318462714
11235,4.881646358
11236,9.029872748
11237,7.311719578
11238,15.12033559
11239,7.1189012
11240,8.838740961
11241,9.877836361
11242,6.312601944
11243,1.745314143
11244,6.75592253
11245,13.96536042
11246,6.155619795
11247,0.053404884
11248,14.22426922
11249,7.433256732
11250,-3.453956173
11251,1.501893154
11252,-1.238168157
11253,-1.883006237
11254,0.596853482
11255,7.536558142
11256,-0.367678817
11257,4.850074523
11258,7.475795007
11259,14.19125374
11260,4.538235404
11261,0.447523251
11262,2.716427082
11263,10.39961374
11264,4.862357369
11265,0.749754731
11266,2.021518683
11267,11.24706307
11268,8.629181432
11269,-0.79819269
11270,2.514084003
11271,8.395041652
11272,10.58461054
11273,5.041576122
11274,0.449561491
11275,2.528607639
11276,11.11175009
11277,9.533418787
11278,-0.983507448
11279,2.49906353
11280,10.790429
11281,11.05513938
11282,4.916905002
11283,0.991823258
11284,8.513125187
11285,8.640069139
11286,7.218982522
11287,0.647120155
11288,2.404572535
11289,9.293301972
11290,8.287446155
11291,3.169299771
11292,0.762744656
11293,3.879401451
11294,11.14418672
11295,8.354225897
11296,3.773562394
11297,-0.107684172
11298,6.869389914
11299,0.017258156
11300,0.462204286
11301,0.733422273
11302,1.226101505
11303,-1.163252224
11304,1.437724307
11305,-1.5970129
11306,-1.191168979
11307,0.566579778
11308,0.885591615
11309,0.475998427
11310,0.922613606
11311,0.745740206
11312,0.413860218
11313,1.010925858
11314,1.013349007
11315,0.19358152
11316,0.169330949
11317,0.727040565
11318,0.867935192
11319,0.102476602
11320,0.090419889
11321,0.847536473
11322,0.735230084
11323,0.05066458
11324,0.042825888
11325,0.008467893
11326,0.603523783
11327,0.670316976
11328,-0.091378363
11329,0.228112172
11330,0.016323165
11331,0.013542321
11332,-4.002369765
11333,-1.177347123
11334,-4.513979188
11335,8.341641771
11336,5.80745957
11337,0.039872634
11338,0.686178351
11339,1.053947333
11340,-0.057813273
11341,1.614517579
11342,0.577620934
11343,0.326509673
11344,-1.280559083
11345,-1.087928039
11346,0.330807478
11347,0.819200048
11348,0.312315479
11349,0.556308789
11350,0.536511914
11351,2.093419344
11352,0.67260044
11353,1.667904057
11354,0.561737602
11355,0.621450809
11356,-0.021954483
11357,0.052762878
11358,0.505847426
11359,0.017735522
11360,0.444393853
11361,0.008643757
11362,0.008482989
11363,0.100972897
11364,-0.004586822
11365,-3.148885112
11366,0.899814271
11367,2.628623502
11368,1.205834921
11369,2.713866767
11370,-0.097065846
11371,0.029571668
11372,0.839597568
11373,2.375189285
11374,1.297276349
11375,0.001887644
11376,-0.001529905
11377,0.037598352
11378,0.000544556
11379,3.739473101
11380,2.629962271
11381,0.352048031
11382,0.346811376
11383,-0.200687081
11384,2.32E-08
11385,0.753829709
11386,-0.116019195
11387,-0.021772288
11388,-1.715955828
11389,-2.769358498
11390,-2.204763335
11391,-1.857577653
11392,0.002559477
11393,6.758364042
11394,-0.931072449
11395,5.337412859
11396,10.48739041
11397,11.44580258
11398,9.023858849
11399,9.735743105
11400,10.8445406
11401,7.396888962
11402,2.386333668
11403,3.808503545
11404,11.75125284
11405,10.18617467
11406,10.7695651
11407,8.133978713
11408,8.883901402
11409,10.55795686
11410,10.51795517
11411,11.76253712
11412,12.1274921
11413,2.610755414
11414,2.8519085
11415,3.121482904
11416,1.859094732
11417,4.030925561
11418,14.38639491
11419,11.32705536
11420,5.814333327
11421,13.49293132
11422,5.52106065
11423,0.424723948
11424,6.038891854
11425,1.336156595
11426,1.467702574
11427,2.86396945
11428,0.892487804
11429,0.484773144
11430,1.311556931
11431,-0.001848127
11432,1.321339086
11433,0.181274166
11434,12.95855875
11435,14.85345836
11436,7.187177345
11437,-1.315362286
11438,-0.185358571
11439,34.87114733
11440,20.7859934
11441,17.87020362
11442,0.840895967
11443,4.539667506
11444,4.907763908
11445,-0.988910654
11446,-2.436905943
11447,3.23643235
11448,3.907453808
11449,4.378478527
11450,-7.262126722
11451,-5.339993327
11452,-5.233897361
11453,-0.692444434
11454,2.141446589
11455,9.450945469
11456,7.198549561
11457,1.449202686
11458,3.077065401
11459,1.976797313
11460,0.605217979
11461,0.72010569
11462,1.262596971
11463,1.686152717
11464,0.445140955
11465,27.02903639
11466,-4.042353871
11467,3.226547461
11468,6.910246141
11469,6.644682232
11470,0.573676984
11471,1.117630837
11472,3.502526813
11473,2.229242943
11474,-0.320517377
11475,0.328897377
11476,1.242626252
11477,1.253634041
11478,2.763974628
11479,-0.802111855
11480,1.27053914
11481,1.415251905
11482,9.202281385
11483,9.245225551
11484,7.347822463
11485,9.571953232
11486,1.854746744
11487,4.352443958
11488,3.606102154
11489,1.200301538
11490,2.559754741
11491,1.39349533
11492,1.091380484
11493,1.490482769
11494,1.422482483
11495,1.483886155
11496,1.399453302
11497,0.922619913
11498,1.250697266
11499,0.696618797
11500,1.108247645
11501,1.026498218
11502,1.049462334
11503,0.949448847
11504,0.443484645
11505,0.20291054
11506,0.088873183
11507,0.400136714
11508,0.365726549
11509,0.356572488
11510,0.322335917
11511,10.42910956
11512,1.520401798
11513,5.144793612
11514,15.28101898
11515,3.718257835
11516,2.130226145
11517,3.009709654
11518,9.591991591
11519,8.484284988
11520,6.258907028
11521,2.243561182
11522,10.76349808
11523,14.44868618
11524,8.086193661
11525,15.82058204
11526,11.96290345
11527,9.054714655
11528,9.907658734
11529,11.19839141
11530,13.04731617
11531,12.5095395
11532,8.765434737
11533,4.159597795
11534,3.426894868
11535,4.503477187
11536,3.282763456
11537,1.715805073
11538,0.114456533
11539,3.239542135
11540,-6.395827676
11541,0.773256315
11542,1.056085386
11543,2.245003349
11544,-1.944860477
11545,0.489360898
11546,0.368005815
11547,-0.760418178
11548,1.203222367
11549,-0.202045107
11550,-0.16372609
11551,1.225026004
11552,-0.737228707
11553,8.423297103
11554,19.71519526
11555,22.06487787
11556,10.84053916
11557,7.895981666
11558,8.028628039
11559,8.710972058
11560,5.336761407
11561,4.579245121
11562,6.888621042
11563,11.78437693
11564,8.50094586
11565,2.282472768
11566,4.687662601
11567,9.062533451
11568,8.452989897
11569,6.286623739
11570,3.394111084
11571,2.131993878
11572,10.56291038
11573,7.879159374
11574,0.062527242
11575,4.35227991
11576,9.642117191
11577,8.114862402
11578,6.225151722
11579,1.989702587
11580,1.402631978
11581,9.414691859
11582,3.397618731
11583,0.931215168
11584,3.374292666
11585,2.539322434
11586,1.286970738
11587,1.166499819
11588,1.176535849
11589,1.643666426
11590,0.867807981
11591,0.452700619
11592,-0.409212836
11593,-0.045851259
11594,1.529692546
11595,1.332277204
11596,0.10861741
11597,0.075431158
11598,-0.855541435
11599,-0.378524384
11600,-0.793753817
11601,0.329896787
11602,0.986829149
11603,-0.19536395
11604,0.771233253
11605,0.775304938
11606,0.364312229
11607,0.742350608
11608,0.07795002
11609,-0.525687381
11610,0.456085699
11611,-0.332291612
11612,-0.242872625
11613,0.921476352
11614,6.69900823
11615,3.4450683
11616,0.306913633
11617,2.098838433
11618,1.077635106
11619,0.816336321
11620,-0.153446425
11621,-1.285436277
11622,1.369404878
11623,0.250612109
11624,-0.131897248
11625,-0.791818822
11626,-1.750437604
11627,-2.871492956
11628,-2.866011307
11629,-2.137177384
11630,0.609634355
11631,0.443022629
11632,0.334521334
11633,0.940335283
11634,0.538294454
11635,0.657354617
11636,0.818777904
11637,-0.34385612
11638,0.275564395
11639,1.253876109
11640,0.896335179
11641,-0.091320129
11642,-0.127505825
11643,-0.176390672
11644,0.21106257
11645,-0.868837822
11646,0.211537887
11647,-0.377393913
11648,-0.450162
11649,-0.853132952
11650,-0.48657023
11651,-0.695337926
11652,1.100543464
11653,0.863067954
11654,-0.792562729
11655,-0.527761952
11656,7.350694131
11657,-1.601981009
11658,1.283190874
11659,2.14193002
11660,-0.602247391
11661,-0.805108818
11662,1.04838434
11663,1.812500433
11664,1.074654055
11665,0.929668851
11666,-0.494771612
11667,0.639012563
11668,0.38015981
11669,0.282682385
11670,0.274729387
11671,0.292483277
11672,0.37213247
11673,0.474757583
11674,0.825013187
11675,0.709626279
11676,0.666245377
11677,0.27133524
11678,0.967450814
11679,1.002331061
11680,0.684637046
11681,10.90884063
11682,6.383509238
11683,9.123150371
11684,14.10048522
11685,9.680583155
11686,14.0100054
11687,13.25558404
11688,3.061404904
11689,3.03953828
11690,13.14245542
11691,8.723647595
11692,7.777302167
11693,11.63334022
11694,14.64648387
11695,11.63291835
11696,10.21388393
11697,10.15671057
11698,2.159542469
11699,3.630190469
11700,-2.394546933
11701,-5.846825449
11702,1.062525195
11703,0.963255701
11704,1.493042151
11705,-0.119760582
11706,-1.017761177
11707,0.755406676
11708,0.456668403
11709,0.020526018
11710,-0.024831898
11711,0.140130137
11712,0.274682654
11713,-1.155920815
11714,-1.100179578
11715,0.640588804
11716,-2.105583957
11717,-1.789765316
11718,-2.014610868
11719,9.164691268
11720,5.78671192
11721,-0.431671685
11722,4.073831638
11723,-0.26784609
11724,0.2549806
11725,-5.670459832
11726,1.005052999
11727,-0.235668902
11728,1.197834688
11729,0.192818655
11730,-0.775470502
11731,-0.131181894
11732,-0.89010746
11733,0.088119122
11734,-0.461653773
11735,0.59626287
11736,0.64472585
11737,0.391599247
11738,-0.644427717
11739,-0.583059852
11740,0.574184997
11741,0.494642241
11742,0.635239828
11743,0.374791583
11744,0.447827194
11745,-0.600840468
11746,0.432050582
11747,0.710165764
11748,19.70073792
11749,19.17741478
11750,6.566105787
11751,3.039991896
11752,8.181031662
11753,1.23052175
11754,2.162124488
11755,38.91315321
11756,52.06469623
11757,45.20758097
11758,3.872174485
11759,22.7202065
11760,17.51191746
11761,25.86895466
11762,60.18642434
11763,45.18810775
11764,44.25779984
11765,19.07854614
11766,16.72707427
11767,42.50879846
11768,-5.395236555
11769,13.44351679
11770,-5.453125265
11771,-4.493072713
11772,2.656717223
11773,4.279927798
11774,-5.230120022
11775,-4.319341168
11776,1.78041315
11777,10.64369351
11778,0.619258377
11779,5.597646331
11780,2.741972762
11781,11.6913858
11782,7.995483686
11783,4.314948798
11784,1.033833093
11785,11.21512862
11786,1.044330145
11787,2.638481355
11788,1.645253105
11789,1.737043826
11790,6.532700744
11791,1.176554967
11792,0.297339903
11793,0.659695657
11794,0.726516688
11795,0.011197397
11796,0.317956687
11797,0.137055566
11798,0.644852811
11799,0.551999135
11800,0.240472456
11801,0.154457064
11802,0.245039588
11803,0.515597601
11804,10.021087
11805,7.673312592
11806,2.567918441
11807,11.83115309
11808,3.298228692
11809,6.714690611
11810,11.2057629
11811,7.909057041
11812,0.268060051
11813,10.92596061
11814,5.476771934
11815,6.742880697
11816,10.32579671
11817,8.203082514
11818,0.482861335
11819,2.816738614
11820,2.92151197
11821,13.16714675
11822,-5.495270903
11823,2.521838478
11824,1.903136171
11825,0.740685323
11826,1.302798273
11827,-0.563075148
11828,1.142413716
11829,-0.92742638
11830,-0.702333349
11831,-0.200602615
11832,-0.23160227
11833,1.12746668
11834,-0.081511465
11835,-0.377858601
11836,0.419185803
11837,0.536290643
11838,0.703659588
11839,-0.378381241
11840,0.408190545
11841,0.524583139
11842,0.439280368
11843,0.467027982
11844,0.415695006
11845,0.348719593
11846,0.345723327
11847,0.350734318
11848,0.453968748
11849,0.460262085
11850,0.4839713
11851,0.434443564
11852,0.537401727
11853,0.375182624
11854,0.908386079
11855,0.29790318
11856,0.298449042
11857,0.674734583
11858,0.284187603
11859,0.788871711
11860,0.690581093
11861,0.326621137
11862,0.56899723
11863,0.970934652
11864,0.779227859
11865,0.311726433
11866,-1.768007759
11867,-4.43E-11
11868,-0.20054203
11869,-0.155395155
11870,0.000249906
11871,-3.37E-09
11872,-1.52E-08
11873,-1.63E-08
11874,-9.41E-09
11875,9.71E-05
11876,-2.71E-10
11877,1.81E-09
11878,5.69E-05
11879,-0.741111488
11880,8.33E-10
11881,-0.041845915
11882,0.22353185
11883,0.481884418
11884,0.633646983
11885,2.43E-05
11886,0.690919611
11887,0.664835323
11888,4.83E-12
11889,0.798632998
11890,1.96E-05
11891,0.295684972
11892,7.55E-13
11893,0.523449385
11894,6.84E-06
11895,3.80E-06
11896,5.27E-06
11897,3.49E-06
11898,0.321716921
11899,-1.66E-09
11900,0.011702236
11901,1.57E-06
11902,7.75E-21
11903,-9.97E-12
11904,5.91E-16
11905,0.180051423
11906,0.596449811
11907,0.474878828
11908,0.511383013
11909,0.532606959
11910,0.489981411
11911,-8.20E-13
11912,-5.53E-12
11913,0.575059414
11914,0.270688729
11915,0.124834422
11916,-4.77E-12
11917,-0.876303058
11918,-9.78E-11
11919,3.58E-12
11920,0.645576818
11921,0.234537544
11922,-1.42E-11
11923,-9.52E-12
11924,-4.18E-12
11925,2.09E-12
11926,4.99E-12
11927,1.23E-17
11928,8.52E-25
11929,-2.97E-14
11930,6.39E-10
11931,6.26E-11
11932,0.13910582
11933,0.249373834
11934,-1.26E-13
11935,1.76E-80
11936,1.15E-14
11937,1.26E-24
11938,0.999749874
11939,-0.421264076
11940,-0.20824593
11941,0.281129008
11942,-4.20E-13
11943,0.221945149
11944,-2.17E-13
11945,0.447882197
11946,4.95E-15
11947,0.336618456
11948,0.317065005
11949,2.54E-27
11950,4.20E-14
11951,-3.25E-13
11952,0.162497403
11953,-0.344481982
11954,-0.016939602
11955,0.15462998
11956,7.60E-14
11957,0.862545432
11958,0.274357933
11959,6.27E-13
11960,-6.78E-15
11961,3.44E-14
11962,-4.15E-14
11963,-1.69E-19
11964,6.50E-74
11965,2.27E-15
11966,0.274188653
11967,-0.119432249
11968,0.747113831
11969,0.200150405
11970,7.23E-15
11971,-1.13E-15
11972,0.340941055
11973,-3.77E-16
11974,-2.30E-16
11975,-1.65E-16
11976,6.68E-75
11977,0.327801408
11978,1.93E-16
11979,-0.168000513
11980,-1.91E-05
11981,-0.739396502
11982,0.048934477
11983,0.043132616
11984,0.018975118
11985,-3.20E-15
11986,-3.12E-15
11987,-2.30E-15
11988,-7.24E-16
11989,5.43E-16
11990,8.97E-16
11991,0.230916973
11992,25.47884097
11993,17.74005352
11994,9.007601104
11995,18.58010972
11996,15.927143
11997,8.143435446
11998,25.032211
11999,27.59303267
12000,16.52383825
12001,24.56984811
12002,-0.227178663
12003,5.371407587
12004,13.30110041
12005,19.07196639
12006,7.99632777
12007,3.931856341
12008,4.222808481
12009,5.291552278
12010,6.074957339
12011,5.540182175
12012,-0.013886082
12013,-1.276095216
12014,-1.107378783
12015,-0.700380111
12016,-5.284287666
12017,-0.056392293
12018,0.273440047
12019,0.209403559
12020,7.76E-05
12021,0.146978415
12022,1.343352982
12023,18.83868312
12024,11.03889604
12025,-4.082162268
12026,18.14405528
12027,28.40713429
12028,25.11942897
12029,36.07162141
12030,15.56141427
12031,16.75662933
12032,32.77479645
12033,20.00442604
12034,9.288661745
12035,22.02812371
12036,2.784482626
12037,8.131054145
12038,-0.019861655
12039,2.635270138
12040,1.253785357
12041,-1.398984401
12042,-0.661070883
12043,-3.097925645
12044,-0.372522907
12045,0.028501739
12046,0.025504289
12047,-0.014870986
12048,0.386202397
12049,-0.054607324
12050,2.199603336
12051,-0.145943806
12052,-3.148365187
12053,-3.139352228
12054,7.422722572
12055,-1.497733643
12056,2.44907281
12057,0.671191359
12058,0.933061452
12059,1.510055313
12060,0.896404133
12061,0.453691916
12062,-0.264643707
12063,-0.522931274
12064,-0.076077019
