,"""x"""
709,-0.158020074
710,-0.087794442
711,-0.088229984
712,-0.165125918
713,-0.160386374
714,-0.167414293
715,-0.08379354
716,-0.162489019
717,-0.340687528
718,-0.092130714
719,-0.089957932
720,-0.160253243
721,-0.084641258
722,-0.36280422
723,-0.187847427
724,-0.326992837
725,-0.081839907
726,-0.079578415
727,-0.278363482
728,-0.08164454
729,-0.329633518
730,-0.35041865
731,-0.392940868
732,-0.160163385
733,-0.137644777
734,-0.07987698
735,0.081800741
736,0.519989948
737,0.505872898
738,0.479480546
739,0.690549257
740,-0.666742739
741,0.322321345
742,0.471314295
743,-0.014128186
744,0.021920696
745,0.059831382
746,-0.13759964
747,-0.199453053
748,-0.041488963
749,-0.150490089
750,-0.085092555
751,0.286767731
752,0.324521524
753,-0.65571142
754,-0.090036281
755,-0.138156493
756,-0.14188023
757,-0.792184726
758,-0.15633765
759,-0.116682311
760,-0.091541939
761,0.439612289
762,0.690372623
763,-0.68105964
764,0.010072086
765,0.564867433
766,0.168331951
767,0.284922379
768,0.431244757
769,-0.070922002
770,-0.064901319
771,0.719882602
772,0.82284225
773,0.909275733
774,0.989322183
775,1.039910285
776,1.350603538
777,1.172355173
778,1.518175593
779,-0.107356838
780,0.459525884
781,0.687301509
782,2.177329318
783,-0.077959787
784,0.994931222
785,-0.131895087
786,-0.06648901
787,-0.07007821
788,-0.078356915
789,-0.060134382
790,-0.119243165
791,-0.117267002
792,-0.119912602
793,-0.056907951
794,-0.118090438
795,-0.062198562
796,-0.707114681
797,-0.068292935
798,-1.152008237
799,-1.563040635
800,-1.286545168
801,-0.049215854
802,-0.034743557
803,-0.065501819
804,0.837079098
805,-0.068133267
806,-0.033619168
807,-0.034446053
808,-1.361558709
809,-1.319891629
810,-0.24622969
811,-0.032533282
812,-0.061981914
813,-0.029282535
814,-0.112114913
815,35.32501818
816,21.71155863
817,20.87816105
818,24.20974875
819,39.99890586
820,60.18794379
821,58.33670253
822,51.90616891
823,52.57823561
824,0.430302715
825,0.088076661
826,0.08264806
827,0.083558944
828,11.72940494
829,20.02584262
830,-0.156496547
831,6.819934154
832,5.525628927
833,31.01077656
834,34.20086491
835,28.26271742
836,16.63686684
837,16.37499387
838,3.130938185
839,1.85635608
840,10.39956106
841,0.274522235
842,13.39055298
843,12.71244137
844,3.821032765
845,0.586033896
846,8.777524186
847,10.15693004
848,12.33212894
849,11.95043727
850,10.43436852
851,11.54211985
852,12.84674751
853,11.5834946
854,17.78818748
855,11.70821366
856,12.30001974
857,17.51143762
858,11.8340492
859,9.279971379
860,14.86847208
861,15.14080384
862,11.59292722
863,11.29959677
864,11.217281
865,12.21377665
866,12.37403804
867,11.37201733
868,11.47718996
869,11.60865546
870,12.49306199
871,10.45647444
872,9.424157259
873,2.502010336
874,2.811594587
875,9.401740028
876,8.524776328
877,2.042846577
878,7.379128639
879,12.62939677
880,11.18246583
881,5.658142142
882,1.661766011
883,11.79644929
884,7.076363585
885,2.150298103
886,1.421237423
887,11.5946315
888,12.9408212
889,11.67644057
890,16.12789777
891,13.97732742
892,9.307424164
893,8.467099825
894,6.139734606
895,2.29163494
896,12.27521646
897,15.28503034
898,5.430082386
899,1.554743465
900,10.32617744
901,11.38887082
902,7.669507699
903,1.327396627
904,2.471114121
905,11.01731086
906,9.948779316
907,1.438618961
908,2.581531025
909,9.038311909
910,10.27747977
911,6.677437784
912,5.881646834
913,5.755334847
914,10.39089705
915,9.980274757
916,10.23593138
917,16.14699881
918,13.8542375
919,5.105861228
920,7.85438815
921,11.54901469
922,14.27920337
923,14.79251456
924,10.41767327
925,10.36672868
926,7.042309285
927,2.11783353
928,2.742040598
929,2.72043983
930,2.610601285
931,2.497182179
932,2.391255803
933,2.277131713
934,2.170612078
935,1.050031656
936,1.968711731
937,1.869483502
938,1.77862094
939,1.689303857
940,1.606929433
941,1.516188265
942,1.436016931
943,1.356781063
944,1.283007969
945,1.211782143
946,1.142712997
947,1.077372108
948,1.015426419
949,0.958118537
950,0.900578568
951,0.848636748
952,0.797436563
953,0.753214351
954,0.707893915
955,0.668402227
956,0.657567218
957,10.39454216
958,-0.454309398
959,0.793749459
960,1.118642253
961,0.680377606
962,0.611017486
963,0.607805526
964,0.57517656
965,0.545488844
966,0.593558444
967,0.489241234
968,0.553636957
969,0.544504402
970,0.416628007
971,0.396205725
972,0.469202977
973,0.354294069
974,0.337479657
975,0.321695972
976,0.304545938
977,0.158281469
978,0.14718834
979,0.261200579
980,3.975587882
981,7.167221611
982,-0.576808097
983,0.325083584
984,0.388318913
985,0.376334726
986,0.355975949
987,0.418631983
988,11.08318888
989,11.81888162
990,-1.196948122
991,0.627339344
992,0.701150429
993,0.577751911
994,0.140493539
995,-1.93064151
996,0.564986563
997,0.549775917
998,0.503609875
999,0.460756784
1000,-0.50654012
1001,1.027143508
1002,0.692465658
1003,0.38341365
1004,-0.172377769
1005,1.172955975
1006,0.295210671
1007,0.27750055
1008,0.261840453
1009,0.246431874
1010,0.232697351
1011,6.472110967
1012,-0.671138942
1013,0.262622007
1014,0.298295365
1015,0.13417062
1016,9.88230655
1017,10.09013416
1018,9.92767162
1019,11.18457616
1020,-0.883617987
1021,0.818932635
1022,0.913687979
1023,0.830767185
1024,0.851462904
1025,0.772754215
1026,0.728137387
1027,0.687792943
1028,4.476798386
1029,0.064357615
1030,4.367608975
1031,0.094286846
1032,0.597063756
1033,0.615491777
1034,0.586563256
1035,0.554375494
1036,0.523433622
1037,0.494389046
1038,0.466327101
1039,9.516671459
1040,8.540047649
1041,9.225192887
1042,12.08565008
1043,6.698102228
1044,12.52685931
1045,4.679390311
1046,0.247561481
1047,5.236151314
1048,9.716740408
1049,9.428060001
1050,10.21298853
1051,-0.049119597
1052,1.282928303
1053,1.532575859
1054,1.440928426
1055,1.367746931
1056,1.290662652
1057,1.21413894
1058,1.150685351
1059,1.088784535
1060,1.030233544
1061,0.910748602
1062,0.923043683
1063,0.873546267
1064,9.298382462
1065,-0.465806238
1066,0.581475581
1067,0.563024971
1068,-0.833585071
1069,-0.707804331
1070,0.728572305
1071,0.691198468
1072,0.653462988
1073,2.817727465
1074,0.387323223
1075,0.517997661
1076,4.399910907
1077,0.115328643
1078,-0.726304424
1079,14.00375569
1080,8.970844862
1081,-1.141567387
1082,-0.315712435
1083,0.972028648
1084,0.821862968
1085,29.26697217
1086,20.69933722
1087,31.80737156
1088,33.48486497
1089,21.81373052
1090,-2.195464516
1091,0.913230146
1092,0.860818493
1093,3.662138186
1094,0.844837398
1095,2.09280436
1096,2.205119222
1097,1.942014216
1098,1.816578909
1099,1.822236295
1100,1.960888273
1101,1.704663186
1102,1.625953404
1103,8.672489805
1104,13.02048406
1105,11.16250419
1106,12.63871278
1107,10.26798776
1108,9.280283273
1109,8.542955925
1110,5.251406627
1111,30.79846579
1112,9.397255968
1113,8.750154562
1114,5.019629477
1115,1.692048805
1116,6.098101978
1117,11.01605168
1118,10.47093491
1119,1.224497996
1120,1.424466672
1121,8.96898357
1122,10.81839778
1123,9.777160942
1124,13.35814008
1125,15.62194102
1126,7.442861962
1127,1.081968443
1128,9.855417401
1129,11.41802498
1130,10.26962792
1131,10.62296019
1132,10.49139961
1133,15.97536729
1134,11.38830277
1135,5.114201776
1136,11.13973745
1137,11.24747992
1138,14.31488165
1139,11.43322275
1140,11.07093848
1141,11.09250146
1142,16.86552563
1143,10.1003998
1144,11.58575937
1145,11.45902062
1146,11.06660277
1147,10.42848049
1148,10.63721107
1149,11.65334699
1150,11.87855764
1151,19.106446
1152,11.0313073
1153,9.094335092
1154,12.01315051
1155,12.26440049
1156,9.666512552
1157,2.514358077
1158,10.49235534
1159,11.5904298
1160,9.159760831
1161,5.823266864
1162,9.296883511
1163,11.08383046
1164,10.16028543
1165,2.168284032
1166,6.199027418
1167,11.51102659
1168,11.21651323
1169,7.291024533
1170,2.097163127
1171,8.068282165
1172,16.67521379
1173,13.27600261
1174,4.992365324
1175,2.423338906
1176,9.499508989
1177,10.10267778
1178,7.903707052
1179,2.12091823
1180,2.879555108
1181,7.24289382
1182,2.32751356
1183,2.347230574
1184,1.395953075
1185,4.969537673
1186,10.76489765
1187,10.62692878
1188,9.288221677
1189,6.59793446
1190,1.683402618
1191,10.23455646
1192,10.3946138
1193,9.218989608
1194,9.076549469
1195,9.564807609
1196,10.5839543
1197,10.48751836
1198,10.85944722
1199,9.688920029
1200,9.903845886
1201,12.93824347
1202,15.51175279
1203,14.76172596
1204,14.58475499
1205,16.43328488
1206,14.31773921
1207,14.4393891
1208,6.785317568
1209,6.174207212
1210,11.46237697
1211,11.28612835
1212,8.290976498
1213,2.535857736
1214,3.152489657
1215,3.085496765
1216,2.946991694
1217,2.677119929
1218,2.549406442
1219,2.559491346
1220,2.401798742
1221,0.359097399
1222,2.246134063
1223,2.157603671
1224,2.053288584
1225,1.969537604
1226,1.932302651
1227,1.759200438
1228,1.480429536
1229,1.588974993
1230,1.508889722
1231,-0.416544488
1232,1.359912095
1233,1.291388489
1234,1.222442647
1235,1.15820562
1236,1.096653674
1237,1.039441211
1238,0.985299836
1239,0.931672706
1240,0.881190554
1241,0.837570004
1242,0.790945102
1243,0.74936176
1244,0.709293359
1245,0.849237947
1246,0.93477193
1247,0.954284537
1248,1.094067284
1249,1.318910375
1250,0.8773095
1251,0.983171095
1252,0.531620482
1253,0.505702701
1254,0.427940796
1255,0.86757327
1256,0.72641048
1257,0.366267432
1258,0.396852402
1259,0.330110158
1260,0.314111111
1261,0.343720765
1262,0.330017747
1263,0.269434704
1264,0.255263618
1265,0.242601393
1266,0.230727628
1267,13.05169499
1268,8.996693155
1269,-1.002205052
1270,0.438130867
1271,0.586422817
1272,0.568592988
1273,0.535827547
1274,0.510635297
1275,0.485300025
1276,0.464035874
1277,0.441614903
1278,0.421647408
1279,0.403263994
1280,0.709407756
1281,0.368469022
1282,7.473650967
1283,5.451350374
1284,0.547851443
1285,1.012730219
1286,0.943548095
1287,0.495585615
1288,0.476946486
1289,0.457911845
1290,0.441110904
1291,0.4250096
1292,0.411473709
1293,0.39733994
1294,0.387308798
1295,0.377158266
1296,0.369295014
1297,0.361435189
1298,0.354231903
1299,0.354302493
1300,0.350150036
1301,0.332930151
1302,0.328635349
1303,0.321443372
1304,0.244748274
1305,0.301668089
1306,-1.495793962
1307,-2.053781012
1308,-1.858331814
1309,-1.326939112
1310,-1.272723208
1311,-2.413707288
1312,0.158206621
1313,-2.130161347
1314,0.473323954
1315,0.102371284
1316,0.093966779
1317,1.343024528
1318,1.435967211
1319,1.475539929
1320,16.10527708
1321,7.209180474
1322,12.36673147
1323,11.63534244
1324,13.32420186
1325,13.82589432
1326,15.98167547
1327,18.68974097
1328,11.89086615
1329,12.85161268
1330,11.20571792
1331,13.54385989
1332,17.95254184
1333,13.1080468
1334,12.11671578
1335,9.852885231
1336,14.59480864
1337,7.489756039
1338,3.839844324
1339,27.44225287
1340,42.44012306
1341,56.24122904
1342,19.84342547
1343,13.98047783
1344,21.14573199
1345,14.26771315
1346,54.78498865
1347,45.23016159
1348,47.96815924
1349,28.82303166
1350,26.1280603
1351,4.129996476
1352,19.61162717
1353,10.71078456
1354,1.204812409
1355,3.964176464
1356,6.712194564
1357,4.829323685
1358,0.709023064
1359,2.367224241
1360,1.889155775
1361,1.546643092
1362,0.184601366
1363,3.731791522
1364,0.431777766
1365,2.805534411
1366,3.097882763
1367,0.03717084
1368,-6.882673064
1369,1.754045997
1370,0.97478254
1371,4.847768916
1372,1.121003335
1373,5.942726099
1374,1.484943609
1375,1.487156772
1376,28.58350059
1377,11.11834597
1378,-0.319184886
1379,2.260134449
1380,3.147586794
1381,2.03460911
1382,1.411668834
1383,1.577593128
1384,0.264300572
1385,0.521954134
1386,6.661186479
1387,11.85975449
1388,8.926910175
1389,5.999304568
1390,6.71860782
1391,7.015646376
1392,0.6625322
1393,2.08570204
1394,2.53716499
1395,1.964664685
1396,1.432900568
1397,-0.150571305
1398,4.47544542
1399,0.731574407
1400,1.201418339
1401,4.936584302
1402,9.152893063
1403,10.56289962
1404,7.70763618
1405,-1.013315044
1406,1.521575679
1407,10.54934299
1408,9.926841412
1409,3.892172978
1410,0.848605225
1411,5.880233655
1412,10.65335725
1413,8.335979159
1414,5.370695067
1415,0.372542183
1416,10.06335975
1417,10.74607407
1418,3.858649521
1419,0.57363413
1420,1.280933536
1421,0.938517129
1422,1.034097636
1423,13.34228841
1424,10.98452118
1425,10.49675884
1426,12.60330327
1427,7.431576884
1428,7.430783337
1429,7.518424384
1430,11.29820587
1431,8.471933958
1432,16.13404527
1433,8.371180898
1434,9.10173676
1435,10.84995529
1436,1.352441168
1437,2.549283302
1438,10.3462442
1439,11.58385251
1440,19.05383756
1441,9.482629201
1442,16.88877694
1443,14.53802554
1444,14.27160016
1445,2.255474235
1446,2.3701332
1447,10.00962094
1448,9.447523841
1449,5.877135569
1450,7.649206352
1451,9.354791773
1452,9.89714201
1453,9.111335852
1454,1.062530117
1455,2.384669114
1456,16.27085489
1457,9.719167921
1458,14.07131065
1459,13.38069086
1460,1.10310413
1461,2.173294664
1462,3.752914342
1463,3.158074505
1464,2.361587876
1465,2.362934696
1466,5.546045991
1467,6.802910474
1468,4.176386349
1469,4.771851527
1470,10.3676308
1471,9.04013773
1472,4.004053765
1473,1.440846613
1474,10.25288737
1475,10.30345259
1476,4.510417532
1477,1.039471987
1478,7.21138161
1479,10.332221
1480,8.449801063
1481,0.614671114
1482,2.00078068
1483,12.67878175
1484,9.282638502
1485,0.480035315
1486,1.457289107
1487,7.826208825
1488,9.473691383
1489,5.978240974
1490,0.764694907
1491,1.774394939
1492,11.02688874
1493,9.28094671
1494,-0.692326782
1495,1.468029361
1496,9.144290524
1497,9.333651095
1498,5.760977327
1499,0.78885119
1500,6.21274873
1501,1.318653407
1502,0.894581386
1503,2.074182794
1504,2.061115044
1505,1.799350704
1506,1.256351432
1507,1.111022477
1508,1.033136758
1509,1.283077068
1510,0.764505859
1511,0.897978477
1512,1.240395155
1513,1.468391661
1514,0.370889445
1515,1.469138465
1516,0.421969799
1517,0.825256569
1518,0.378277611
1519,0.241127008
1520,0.213321016
1521,0.193303524
1522,0.172341227
1523,0.155451456
1524,0.141357328
1525,0.128257132
1526,0.505822939
1527,0.633691376
1528,0.937608334
1529,1.446302577
1530,0.074006964
1531,1.241578755
1532,0.691422246
1533,0.04477213
1534,0.75309896
1535,0.0246298
1536,-0.278651959
1537,0.231094183
1538,0.912110367
1539,1.135096889
1540,0.03517226
1541,0.89006629
1542,0.869349611
1543,0.980104934
1544,0.022620453
1545,1.093576909
1546,0.783006841
1547,5.39507918
1548,7.727022361
1549,-0.239465229
1550,0.782013376
1551,0.519532121
1552,1.62135097
1553,0.434426162
1554,0.377692844
1555,0.3551975
1556,0.283073587
1557,0.246107693
1558,0.215151982
1559,0.187025257
1560,0.163787905
1561,0.14453118
1562,-0.863606157
1563,0.113595736
1564,-0.699762056
1565,-1.201157343
1566,0.077532798
1567,0.070883574
1568,0.063850459
1569,-1.919201993
1570,-2.185289743
1571,0.788689392
1572,-1.355941921
1573,-2.567023451
1574,0.252198059
1575,-2.690526532
1576,-1.466774085
1577,0.619932508
1578,0.014358129
1579,-0.020062788
1580,0.019752416
1581,0.016078853
1582,-0.986567844
1583,-1.425183977
1584,0.81753789
1585,0.339568196
1586,0.001494632
1587,1.990908536
1588,7.11E-06
1589,0.200809693
1590,0.267656958
1591,5.86E-05
1592,0.374889332
1593,0.219209219
1594,1.019135485
1595,1.69E-05
1596,5.86E-05
1597,9.63E-05
1598,4.28E-05
1599,3.60E-05
1600,1.86E-07
1601,1.593491326
1602,6.175438743
1603,-0.581304015
1604,5.402143758
1605,9.030847463
1606,8.975088885
1607,10.54211625
1608,17.30391298
1609,10.61462279
1610,15.32892172
1611,8.62124976
1612,3.74611787
1613,11.4490978
1614,10.62462014
1615,13.69741526
1616,11.11470881
1617,16.46580049
1618,11.17387866
1619,8.777433324
1620,6.080176676
1621,2.599465104
1622,13.19206112
1623,13.40518603
1624,11.06694351
1625,17.05764472
1626,19.82488883
1627,15.89099878
1628,2.932475738
1629,4.859185227
1630,5.244545234
1631,2.722461368
1632,2.34356962
1633,3.459784076
1634,-0.673931368
1635,-0.441256308
1636,-0.091640131
