,x,
235,2.605809556,2.603144373
236,2.605171142,2.603144373
237,2.630405579,2.619093331
238,2.674811647,2.667452953
239,2.700540584,2.716003344
240,2.720958867,2.713490543
241,2.697110768,2.698100546
242,2.658580421,2.658964843
243,2.601515889,2.607455023
244,2.545446422,2.555094449
245,2.507979739,2.494154594
246,2.456279309,2.469822016
247,2.457922712,2.457881897
248,2.451352992,2.45484486
249,2.458730392,2.459392488
250,2.482861308,2.469822016
251,2.523982617,2.507855872
252,2.560544647,2.552668216
253,2.578935067,2.597695186
254,2.610000067,2.625312451
255,2.627222764,2.633468456
256,2.626672227,2.63447727
257,2.624878856,2.622214023
258,2.618840217,2.612783857
259,2.606845113,2.600972896
260,2.597560322,2.593286067
261,2.61617997,2.606381365
262,2.658134358,2.657055853
263,2.695371505,2.709269961
264,2.714773883,2.710963119
265,2.696290013,2.695481676
266,2.661948825,2.658964843
267,2.601248112,2.609594409
268,2.548921782,2.555094449
269,2.503737206,2.506505032
270,2.474162371,2.474216264
271,2.456042677,2.457881897
272,2.451713747,2.451786436
273,2.453146555,2.450249108
274,2.476012578,2.45331834
275,2.507761521,2.488550717
276,2.546563565,2.51054501
277,2.534559429,2.544068044
278,2.561388383,2.559906625
279,2.568333498,2.557507202
280,2.554199038,2.547774705
281,2.549169024,2.540329475
282,2.541980553,2.531478917
283,2.534464096,2.521138084
284,2.525863688,2.527629901
285,2.561597033,2.552668216
286,2.614832357,2.607455023
287,2.647104563,2.672097858
288,2.682573101,2.678518379
289,2.664626939,2.665580991
290,2.62639666,2.631443769
291,2.576628727,2.584331224
292,2.523721244,2.526339277
293,2.47511676,2.482873584
294,2.451873827,2.45331834
295,2.438567173,2.444044796
296,2.439342144,2.432969291
297,2.434733432,2.439332694
298,2.461928599,2.469822016
299,2.528406195,2.526339277
300,2.582757912,2.583198774
301,2.607303049,2.625312451
302,2.635535228,2.626340367
303,2.623188673,2.622214023
304,2.610116037,2.607455023
305,2.597508062,2.584331224
306,2.574450493,2.575187845
307,2.575093916,2.575187845
308,2.57949501,2.56937391
309,2.589633816,2.593286067
310,2.647306896,2.64738297
311,2.686827431,2.705863712
312,2.712713801,2.7084209
313,2.688613835,2.69019608
314,2.654976644,2.658964843
315,2.602100992,2.605305046
316,2.540327514,2.539076099
317,2.483370556,2.489958479
318,2.456686137,2.457881897
319,2.441838936,2.451786436
320,2.447967965,2.445604203
321,2.449283546,2.450249108
322,2.475763346,2.477121255
323,2.534052822,2.531478917
324,2.586806874,2.579783597
325,2.601780654,2.603144373
326,2.61366054,2.609594409
327,2.610731462,2.605305046
328,2.596662467,2.58546073
329,2.578226168,2.57054294
330,2.56789838,2.561101384
331,2.563016337,2.542825427
332,2.542865535,2.552668216
333,2.581336944,2.57634135
334,2.6294042,2.632457292
335,2.674716649,2.702430536
336,2.712376504,2.705007959
337,2.687347147,2.69019608
338,2.653265021,2.651278014
339,2.592517533,2.59439255
340,2.530391988,2.530199698
341,2.475736393,2.484299839
342,2.454363384,2.457881897
343,2.443487308,2.444044796
344,2.438628754,2.440909082
345,2.445595832,2.450249108
346,2.475074962,2.475671188
347,2.531104917,2.531478917
348,2.586515764,2.579783597
349,2.602775732,2.608526034
350,2.621562441,2.605305046
351,2.602398875,2.59439255
352,2.583989158,2.579783597
353,2.574368689,2.565847819
354,2.560980289,2.556302501
355,2.554960146,2.549003262
356,2.554411647,2.553883027
357,2.579461919,2.57863921
358,2.637429534,2.636487896
359,2.681444177,2.702430536
360,2.710362704,2.7084209
361,2.695248012,2.697229343
362,2.658654023,2.654176542
363,2.594556844,2.597695186
364,2.531551574,2.537819095
365,2.48780918,2.487138375
366,2.455347003,2.456366033
367,2.441153135,2.447158031
368,2.442573128,2.444044796
369,2.448963191,2.445604203
370,2.46767853,2.471291711
371,2.526786318,2.526339277
372,2.582257848,2.572871602
373,2.596114015,2.595496222
374,2.605900439,2.606381365
375,2.607509942,2.602059991
376,2.595365996,2.592176757
377,2.586141821,2.580924976
378,2.576167816,2.56937391
379,2.565291942,2.553883027
380,2.555377687,2.556302501
381,2.58016976,2.5774918
382,2.636019437,2.633468456
383,2.680043277,2.696356389
384,2.702664562,2.701567985
385,2.686260148,2.685741739
386,2.647790898,2.646403726
387,2.591131359,2.597695186
388,2.535352144,2.530199698
389,2.475142996,2.477121255
390,2.446678494,2.45484486
391,2.444039567,2.442479769
392,2.435589443,2.442479769
393,2.449752459,2.45331834
394,2.476205415,2.472756449
395,2.525380381,2.526339277
396,2.58180337,2.574031268
397,2.600326086,2.600972896
398,2.61354243,2.589949601
399,2.583485149,2.57634135
400,2.566358343,2.563481085
401,2.558437107,2.555094449
402,2.558075491,2.546542663
403,2.548487871,2.534026106
404,2.538625992,2.540329475
405,2.56707942,2.56937391
406,2.626076981,2.62324929
407,2.668903039,2.694605199
408,2.705451888,2.695481676
409,2.67705601,2.677606953
410,2.63647414,2.64246452
411,2.586792665,2.586587305
412,2.524650504,2.527629901
413,2.478215053,2.475671188
414,2.4462769,2.44870632
415,2.435964042,2.436162647
416,2.430834666,2.42975228
417,2.434537788,2.434568904
418,2.458220728,2.444044796
419,2.495728565,2.482873584
420,2.535961671,2.526339277
421,2.552791827,2.57634135
422,2.596969614,2.604226053
423,2.605086058,2.610660163
424,2.601370285,2.618048097
425,2.612758146,2.607455023
426,2.598074673,2.597695186
427,2.589963175,2.593286067
428,2.591988766,2.600972896
429,2.619439401,2.609594409
430,2.657960333,2.64738297
431,2.688795345,2.697229343
432,2.699617301,2.701567985
433,2.687410878,2.684845362
434,2.647111473,2.648360011
435,2.592733292,2.592176757
436,2.525907861,2.532754379
437,2.481172112,2.480006943
438,2.448877493,2.444044796
439,2.428537403,2.431363764
440,2.427450579,2.424881637
441,2.430109366,2.421603927
442,2.443676301,2.432969291
443,2.487046465,2.459392488
444,2.509307142,2.482873584
445,2.503989007,2.523746467
446,2.548060101,2.531478917
447,2.534811686,2.511883361
448,2.501070536,2.51054501
449,2.513823419,2.526339277
450,2.53136482,2.5132176
451,2.50859516,2.507855872
452,2.512257679,2.517195898
453,2.538097144,2.534026106
454,2.590842409,2.579783597
455,2.628213474,2.655138435
456,2.667511992,2.668385917
457,2.656493214,2.657055853
458,2.625575484,2.620136055
459,2.565400635,2.563481085
460,2.501388365,2.499687083
461,2.448425542,2.45331834
462,2.426443684,2.423245874
463,2.40961213,2.413299764
464,2.411927059,2.40654018
465,2.412877161,2.414973348
466,2.441992456,2.444044796
467,2.500474785,2.51851394
468,2.577558758,2.586587305
469,2.615944737,2.610660163
470,2.615350495,2.598790507
471,2.586998511,2.582063363
472,2.572223328,2.558708571
473,2.547029134,2.551449998
474,2.54871677,2.564666064
475,2.566245711,2.555094449
476,2.554509015,2.540329475
477,2.554308134,2.563481085
478,2.622214365,2.617000341
479,2.667395733,2.683047038
480,2.68857136,2.693726949
481,2.679350003,2.67669361
482,2.636792026,2.636487896
483,2.578006059,2.574031268
484,2.510282813,2.505149978
485,2.451990025,2.450249108
486,2.42292382,2.426511261
487,2.415207709,2.418301291
488,2.413264154,2.418301291
489,2.423282983,2.421603927
490,2.444687879,2.451786436
491,2.507012377,2.51851394
492,2.571651278,2.579783597
493,2.606229645,2.58546073
494,2.584415682,2.572871602
495,2.56591427,2.549003262
496,2.535481707,2.544068044
497,2.541392877,2.537819095
498,2.536013484,2.544068044
499,2.541332651,2.537819095
500,2.538788853,2.536558443
501,2.554312251,2.552668216
502,2.606921852,2.606381365
503,2.660885149,2.67669361
504,2.692146501,2.69019608
505,2.675183156,2.673020907
506,2.637155678,2.63447727
507,2.576438017,2.565847819
508,2.498235557,2.501059262
509,2.453820893,2.44870632
510,2.423376084,2.416640507
511,2.403239176,2.408239965
512,2.408052697,2.404833717
513,2.409715723,2.411619706
514,2.435610305,2.444044796
515,2.500296858,2.5132176
516,2.569331468,2.574031268
517,2.59928905,2.583198774
518,2.583225519,2.57054294
519,2.558679279,2.553883027
520,2.545960422,2.547774705
521,2.542851565,2.522444234
522,2.515654903,2.522444234
523,2.52304442,2.5289167
524,2.538034729,2.53529412
525,2.555700071,2.552668216
526,2.606565962,2.600972896
527,2.652462845,2.672097858
528,2.687764994,2.683047038
529,2.665498213,2.668385917
530,2.632146179,2.631443769
531,2.573765845,2.57054294
532,2.506634498,2.495544338
533,2.437913949,2.442479769
534,2.416211337,2.409933123
535,2.39923278,2.399673721
536,2.399008464,2.396199347
537,2.401207466,2.409933123
538,2.43643263,2.437750563
539,2.492408022,2.506505032
540,2.560591205,2.572871602
541,2.602691843,2.592176757
542,2.591487211,2.600972896
543,2.593649073,2.596597096
544,2.585457111,2.593286067
545,2.584031212,2.583198774
546,2.574939694,2.572871602
547,2.560579991,2.56937391
548,2.569621389,2.572871602
549,2.589648262,2.58546073
550,2.636125331,2.613841822
551,2.660488745,2.677606953
552,2.687923989,2.687528961
553,2.670796571,2.671172843
554,2.632959064,2.639486489
555,2.584190408,2.5774918
556,2.514050153,2.505149978
557,2.450280513,2.451786436
558,2.423734535,2.424881637
559,2.414124858,2.414973348
560,2.411495608,2.411619706
561,2.416315438,2.421603927
562,2.447461697,2.451786436
563,2.505981931,2.517195898
564,2.571068892,2.575187845
565,2.60110673,2.580924976
566,2.578453851,2.57054294
567,2.559680578,2.553883027
568,2.546658213,2.541579244
569,2.534460663,2.527629901
570,2.526033615,2.522444234
571,2.520500432,2.519827994
572,2.526170293,2.541579244
573,2.565379076,2.561101384
574,2.614427587,2.607455023
575,2.66045464,2.67669361
576,2.686632122,2.686636269
577,2.670296388,2.671172843
578,2.634228916,2.632457292
579,2.573685183,2.583198774
580,2.52351994,2.526339277
581,2.474800294,2.45484486
582,2.418381189,2.421603927
583,2.409505499,2.404833717
584,2.401851219,2.399673721
585,2.407176917,2.401400541
586,2.427686388,2.418301291
587,2.471625786,2.463892989
588,2.517749587,2.506505032
589,2.533186398,2.562292864
590,2.580178851,2.593286067
591,2.586979939,2.600972896
592,2.591983272,2.600972896
593,2.587095991,2.575187845
594,2.560016683,2.553883027
595,2.548044507,2.565847819
596,2.567727247,2.540329475
597,2.546294319,2.558708571
598,2.616005364,2.598790507
599,2.655401236,2.67669361
600,2.68721725,2.691965103
601,2.679149186,2.675778342
602,2.635643942,2.636487896
603,2.579009972,2.582063363
604,2.519175491,2.51851394
605,2.467035393,2.46686762
606,2.439177116,2.431363764
607,2.416895409,2.411619706
608,2.408553039,2.397940009
609,2.402358773,2.403120521
610,2.428497974,2.411619706
611,2.466620858,2.440909082
612,2.49218655,2.46686762
613,2.493255603,2.514547753
614,2.53054942,2.532754379
615,2.5356665,2.506505032
616,2.501409002,2.489958479
617,2.484716583,2.471291711
618,2.470771407,2.463892989
619,2.463241582,2.45331834
620,2.458274026,2.447158031
621,2.468353793,2.478566496
622,2.541370516,2.532754379
623,2.596373516,2.629409599
624,2.651209355,2.657055853
625,2.639956685,2.648360011
626,2.610638638,2.608526034
627,2.551959638,2.549003262
628,2.486454363,2.480006943
629,2.430401066,2.424881637
630,2.396499153,2.392696953
631,2.380246324,2.378397901
632,2.373202504,2.378397901
633,2.385418922,2.390935107
634,2.421854963,2.423245874
635,2.479716709,2.499687083
636,2.55581783,2.559906625
637,2.58682545,2.574031268
638,2.570832112,2.57054294
639,2.558909856,2.553883027
640,2.541057763,2.531478917
641,2.51790979,2.530199698
642,2.529403924,2.537819095
643,2.534710506,2.544068044
644,2.545018199,2.552668216
645,2.569590122,2.56937391
646,2.616932324,2.605305046
647,2.66253741,2.669316881
648,2.676911279,2.683947131
649,2.66803572,2.664641976
650,2.62265,2.620136055
651,2.561207689,2.544068044
652,2.475438437,2.472756449
653,2.422566522,2.419955748
654,2.393850363,2.396199347
655,2.388999033,2.383815366
656,2.382546729,2.382017043
657,2.390253633,2.389166084
658,2.41469393,2.426511261
659,2.48797511,2.488550717
660,2.541082975,2.562292864
661,2.592816225,2.584331224
662,2.582406782,2.587710965
663,2.573985292,2.579783597
664,2.56840618,2.567026366
665,2.549448587,2.540329475
666,2.529957569,2.53529412
667,2.530935342,2.527629901
668,2.528740202,2.532754379
669,2.550144608,2.547774705
670,2.598912033,2.589949601
671,2.65183861,2.663700925
672,2.679799465,2.679427897
673,2.662601114,2.663700925
674,2.626375188,2.629409599
675,2.570546149,2.559906625
676,2.493612989,2.489958479
677,2.434925518,2.42975228
678,2.401894873,2.399673721
679,2.387713437,2.394451681
680,2.396503685,2.389166084
681,2.393415615,2.401400541
682,2.429999472,2.432969291
683,2.487547865,2.506505032
684,2.561648947,2.564666064
685,2.586442175,2.57863921
686,2.576763099,2.57634135
687,2.563064529,2.562292864
688,2.551900639,2.549003262
689,2.535325001,2.526339277
690,2.519310203,2.503790683
691,2.495560113,2.503790683
692,2.513410072,2.51054501
693,2.532884045,2.531478917
694,2.582996291,2.579783597
695,2.647728533,2.663700925
696,2.678896959,2.683047038
697,2.668841353,2.673020907
698,2.634459773,2.62838893
699,2.56642853,2.561101384
700,2.493628741,2.491361694
701,2.436399985,2.434568904
702,2.404835613,2.403120521
703,2.392512716,2.394451681
704,2.392142879,2.396199347
705,2.404942453,2.401400541
706,2.423843883,2.432969291
707,2.491008887,2.505149978
708,2.559393155,2.567026366
709,2.592924971,2.586587305
710,2.584673925,2.584331224
711,2.571724416,2.574031268
712,2.564369416,2.571708832
713,2.55862005,2.557507202
714,2.547810168,2.555094449
715,2.547915418,2.561101384
716,2.565438152,2.559906625
717,2.573296938,2.574031268
718,2.62104637,2.606381365
719,2.66585231,2.665580991
720,2.675750134,2.684845362
721,2.670781295,2.667452953
722,2.629020814,2.625312451
723,2.565340944,2.564666064
724,2.501118867,2.488550717
725,2.431711395,2.42975228
726,2.402702172,2.394451681
727,2.383775577,2.380211242
728,2.379033125,2.374748346
729,2.383746952,2.383815366
730,2.412305239,2.416640507
731,2.477803413,2.484299839
732,2.540139878,2.542825427
733,2.570397753,2.557507202
734,2.554452415,2.555094449
735,2.545173349,2.546542663
736,2.537411095,2.53529412
737,2.521112252,2.526339277
738,2.523231969,2.519827994
739,2.514898515,2.521138084
740,2.526598809,2.523746467
741,2.542164501,2.544068044
742,2.592526327,2.579783597
743,2.645392691,2.655138435
744,2.670274174,2.672097858
745,2.659476313,2.658964843
746,2.619999234,2.618048097
747,2.559257707,2.559906625
748,2.494144929,2.503790683
749,2.453877155,2.442479769
750,2.409787892,2.40654018
751,2.393404182,2.383815366
752,2.377869496,2.380211242
753,2.389204082,2.385606274
754,2.412309558,2.408239965
755,2.466135095,2.442479769
756,2.490879547,2.484299839
757,2.512087742,2.541579244
758,2.559910306,2.57054294
759,2.560762042,2.57863921
760,2.572157338,2.57634135
761,2.559657859,2.565847819
762,2.554711061,2.551449998
763,2.540094302,2.550228353
764,2.551150337,2.546542663
765,2.55991522,2.565847819
766,2.609968084,2.602059991
767,2.66057572,2.658011397
768,2.666363695,2.673941999
769,2.654115134,2.660865478
770,2.625789873,2.618048097
771,2.562359948,2.559906625
772,2.491998017,2.499687083
773,2.447174294,2.440909082
774,2.408789564,2.416640507
775,2.406753319,2.396199347
776,2.391446233,2.383815366
777,2.389089862,2.382017043
778,2.408976984,2.390935107
779,2.446067691,2.411619706
780,2.462384584,2.439332694
781,2.468971516,2.498310554
782,2.519602386,2.525044807
783,2.519717224,2.527629901
784,2.522389885,2.519827994
785,2.504196009,2.525044807
786,2.522394206,2.519827994
787,2.51465002,2.517195898
788,2.516383955,2.515873844
789,2.532528269,2.53529412
790,2.57941625,2.567026366
791,2.631997201,2.627365857
792,2.638974258,2.646403726
793,2.638721744,2.635483747
794,2.598024861,2.597695186
795,2.540633792,2.537819095
796,2.472882994,2.46686762
797,2.413294686,2.419955748
798,2.39595773,2.387389826
799,2.377867894,2.376576957
800,2.377924407,2.372912003
801,2.378773361,2.383815366
802,2.412928546,2.414973348
803,2.473411788,2.496929648
804,2.552797464,2.562292864
805,2.588842142,2.584331224
806,2.579307438,2.587710965
807,2.576073028,2.591064607
808,2.579046893,2.582063363
809,2.564509244,2.5774918
810,2.567514403,2.558708571
811,2.546354246,2.553883027
812,2.550589407,2.549003262
813,2.564744635,2.556302501
814,2.604994258,2.593286067
815,2.658363436,2.660865478
816,2.674120351,2.683947131
817,2.673802535,2.670245853
818,2.628617928,2.626340367
819,2.56451406,2.561101384
820,2.492919554,2.488550717
821,2.435923538,2.445604203
822,2.419327028,2.413299764
823,2.400206015,2.401400541
824,2.399094406,2.397940009
825,2.404662677,2.408239965
826,2.431970212,2.436162647
827,2.48895869,2.501059262
828,2.55172781,2.558708571
829,2.586277557,2.5774918
830,2.574569653,2.574031268
831,2.560965461,2.56937391
832,2.560946152,2.555094449
833,2.54277487,2.531478917
834,2.520451369,2.536558443
835,2.539630156,2.541579244
836,2.543112513,2.545307116
837,2.562736147,2.564666064
838,2.607304349,2.599883072
839,2.663892494,2.668385917
840,2.682447144,2.689308859
841,2.67571495,2.674861141
842,2.63384072,2.630427875
843,2.566925695,2.56937391
844,2.500834068,2.498310554
845,2.44193507,2.445604203
846,2.416362992,2.411619706
847,2.397819565,2.399673721
848,2.397846733,2.397940009
849,2.405584333,2.411619706
850,2.440007283,2.445604203
851,2.503872195,2.505149978
852,2.55481108,2.561101384
853,2.586564876,2.565847819
854,2.565402661,2.549003262
855,2.535556254,2.531478917
856,2.526138384,2.5132176
857,2.502707722,2.523746467
858,2.53022049,2.522444234
859,2.521201455,2.514547753
860,2.51475813,2.505149978
861,2.518695986,2.531478917
862,2.580201861,2.571708832
863,2.642585262,2.653212514
864,2.672690226,2.684845362
865,2.676062746,2.672097858
866,2.630620159,2.63447727
867,2.574035265,2.567026366
868,2.495251793,2.499687083
869,2.447384407,2.442479769
870,2.41017905,2.421603927
871,2.411499115,2.403120521
872,2.395060798,2.403120521
873,2.410494868,2.413299764
874,2.43867231,2.440909082
875,2.496683265,2.509202522
876,2.563808317,2.564666064
877,2.587735002,2.579783597
878,2.577438827,2.567026366
879,2.554300367,2.567026366
880,2.563966447,2.552668216
881,2.538944221,2.53529412
882,2.529438134,2.5289167
883,2.528706031,2.523746467
884,2.525580132,2.503790683
885,2.518785939,2.5132176
886,2.55890841,2.557507202
887,2.631830228,2.644438589
888,2.669416452,2.681241237
889,2.673334747,2.672097858
890,2.631392878,2.625312451
891,2.555634355,2.563481085
892,2.494985524,2.498310554
893,2.442773068,2.436162647
894,2.401869042,2.408239965
895,2.393869692,2.397940009
896,2.393804741,2.394451681
897,2.39917488,2.401400541
898,2.428260111,2.436162647
899,2.496312544,2.501059262
900,2.555145974,2.549003262
901,2.56981957,2.558708571
902,2.557122951,2.539076099
903,2.526744445,2.542825427
904,2.544764649,2.53529412
905,2.524973503,2.523746467
906,2.52168354,2.519827994
907,2.521240773,2.523746467
908,2.525769808,2.525044807
909,2.54102291,2.525044807
910,2.561579218,2.562292864
911,2.63685838,2.640481437
912,2.662710731,2.677606953
913,2.670391748,2.666517981
914,2.624871519,2.625312451
915,2.559650114,2.565847819
916,2.498830601,2.509202522
917,2.453346681,2.450249108
918,2.417356731,2.414973348
919,2.397915708,2.404833717
920,2.400773909,2.397940009
921,2.401294135,2.397940009
922,2.424913349,2.423245874
923,2.481713825,2.445604203
924,2.492790021,2.484299839
925,2.5122404,2.539076099
926,2.555184143,2.565847819
927,2.560273155,2.568201724
928,2.56058004,2.556302501
929,2.542399563,2.542825427
930,2.535209324,2.5289167
931,2.522852384,2.523746467
932,2.523536778,2.517195898
933,2.532085084,2.519827994
934,2.560371713,2.549003262
935,2.615173369,2.632457292
936,2.667188679,2.679427897
937,2.673968379,2.667452953
938,2.626752905,2.62324929
939,2.556658189,2.571708832
940,2.509471418,2.503790683
941,2.449490838,2.44870632
942,2.417817992,2.414973348
943,2.398743056,2.397940009
944,2.393674697,2.380211242
945,2.383985285,2.380211242
946,2.409066934,2.394451681
947,2.452389829,2.414973348
948,2.468569237,2.444044796
949,2.475254234,2.501059262
950,2.530115526,2.530199698
951,2.537782559,2.531478917
952,2.528371185,2.530199698
953,2.5213843,2.527629901
954,2.525252859,2.522444234
955,2.519198039,2.515873844
956,2.512791302,2.507855872
957,2.523142033,2.523746467
958,2.56646936,2.558708571
959,2.631336296,2.619093331
960,2.639824766,2.650307523
961,2.644054653,2.639486489
962,2.601200919,2.602059991
963,2.54161841,2.541579244
964,2.479083096,2.475671188
965,2.418779336,2.421603927
966,2.393008939,2.396199347
967,2.383246256,2.387389826
968,2.386043315,2.385606274
969,2.391868265,2.389166084
970,2.414541063,2.423245874
971,2.481351706,2.480006943
972,2.532744439,2.544068044
973,2.571700707,2.575187845
974,2.577706832,2.579783597
975,2.568211543,2.571708832
976,2.563018211,2.559906625
977,2.542492817,2.549003262
978,2.543135587,2.545307116
979,2.541406313,2.541579244
980,2.539824568,2.539076099
981,2.552739791,2.553883027
982,2.599763363,2.587710965
983,2.655666828,2.646403726
984,2.666147405,2.678518379
985,2.663035231,2.662757832
986,2.62344654,2.620136055
987,2.555448014,2.552668216
988,2.486273528,2.475671188
989,2.418317786,2.419955748
990,2.393290174,2.392696953
991,2.382170002,2.383815366
992,2.382490052,2.387389826
993,2.393629929,2.397940009
994,2.426794847,2.426511261
995,2.47962863,2.488550717
996,2.542227922,2.547774705
997,2.573666885,2.565847819
998,2.566578514,2.559906625
999,2.552150789,2.553883027
